	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	3	0
2	60	1187	23	10
3	90	1109	115	36
4	120	975	255	69
5	150	873	358	97
6	180	790	435	131
7	210	773	469	135
8	240	796	478	135
9	270	823	480	135
10	300	861	482	139
11	330	784	506	209
12	360	717	540	266
13	390	665	570	311
14	420	619	604	341
15	450	604	625	353
16	480	612	633	355
17	510	622	637	355
18	540	646	636	355
19	570	643	625	375
20	600	602	557	441
21	630	555	431	496
22	660	523	330	534
23	690	520	255	557
24	720	531	208	566
25	750	545	200	571
26	780	562	197	571
27	810	585	195	572
28	840	583	181	598
29	870	539	155	653
30	900	499	136	696
31	930	477	105	730
32	960	468	87	748
33	990	478	79	755
34	1020	495	79	755
35	1050	516	76	755
36	1080	531	75	760
37	1110	521	74	786
38	1140	471	71	846
39	1170	449	61	876
40	1200	431	59	904
41	1230	431	60	916
42	1260	437	61	917
43	1290	455	60	917
44	1320	466	60	917
45	1350	481	61	926
46	1380	449	60	965
47	1410	414	53	1009
48	1440	380	53	1042
49	1470	374	53	1057
50	1500	378	54	1060
51	1530	389	51	1060
52	1560	397	52	1060
53	1590	411	51	1060
54	1620	415	51	1078
55	1650	381	51	1119
56	1680	345	50	1165
57	1710	325	48	1190
58	1740	309	48	1209
59	1770	319	47	1211
60	1800	323	48	1212
61	1830	334	49	1212
62	1860	342	48	1214
63	1890	329	47	1232
64	1920	308	40	1263
65	1950	299	34	1284
66	1980	288	31	1301
67	2010	287	32	1309
68	2040	292	35	1311
69	2070	293	35	1311
70	2100	307	35	1311
71	2130	312	35	1317
72	2160	295	32	1342
73	2190	268	29	1374
74	2220	266	29	1388
75	2250	255	27	1402
76	2280	257	28	1407
77	2310	270	26	1407
78	2340	276	25	1407
79	2370	276	28	1407
80	2400	287	27	1414
81	2430	247	28	1462
82	2460	218	36	1489
83	2490	209	35	1510
84	2520	203	31	1520
85	2550	202	30	1523
86	2580	207	29	1524
87	2610	211	29	1524
88	2640	218	30	1524
89	2670	215	29	1531
90	2700	203	30	1548
91	2730	189	26	1565
92	2760	181	25	1576
93	2790	174	26	1584
94	2820	179	26	1584
95	2850	183	26	1585
96	2880	193	23	1585
97	2910	193	23	1587
98	2940	187	22	1597
99	2970	166	16	1624
100	3000	156	15	1640
101	3030	161	15	1642
102	3060	157	16	1649
103	3090	161	16	1649
104	3120	167	16	1650
105	3150	172	16	1650
106	3180	176	15	1652
107	3210	173	13	1663
108	3240	163	13	1681
109	3270	149	18	1693
110	3300	154	16	1697
111	3330	159	16	1697
112	3360	164	16	1698
113	3390	168	16	1698
114	3420	172	16	1698
115	3450	167	15	1706
116	3480	147	16	1727
117	3510	135	14	1744
118	3540	130	15	1753
119	3570	130	12	1760
120	3600	133	11	1762
121	3630	139	11	1762
122	3660	141	11	1762
123	3690	145	11	1762
124	3720	135	11	1776
125	3750	129	10	1785
126	3780	116	9	1799
127	3810	111	8	1808
128	3840	109	8	1815
129	3870	110	8	1816
130	3900	114	8	1816
131	3930	120	8	1816
132	3960	118	8	1820
133	3990	115	9	1828
134	4020	98	11	1843
135	4050	95	10	1848
136	4080	89	10	1854
137	4110	89	10	1857
138	4140	92	11	1857
139	4170	98	11	1857
