	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	1	1172
2	60	34	13	1159
3	90	138	35	1070
4	120	248	65	967
5	150	339	89	878
6	180	402	104	818
7	210	435	109	809
8	240	446	112	813
9	270	447	112	842
10	300	451	119	855
11	330	463	179	806
12	360	500	257	714
13	390	543	317	635
14	420	567	357	595
15	450	576	373	587
16	480	581	378	599
17	510	583	378	614
18	540	587	378	629
19	570	569	389	641
20	600	488	451	573
21	630	389	505	520
22	660	305	534	494
23	690	241	564	484
24	720	205	568	497
25	750	198	568	505
26	780	201	568	529
27	810	200	568	547
28	840	191	588	555
29	870	164	639	512
30	900	136	676	485
31	930	114	712	455
32	960	106	723	451
33	990	100	726	459
34	1020	98	726	478
35	1050	94	726	497
36	1080	93	728	518
37	1110	84	769	494
38	1140	79	830	438
39	1170	73	861	411
40	1200	69	883	393
41	1230	66	896	389
42	1260	59	896	407
43	1290	56	896	420
44	1320	56	896	435
45	1350	58	904	443
46	1380	59	949	409
47	1410	54	998	363
48	1440	53	1024	346
49	1470	48	1045	339
50	1500	51	1050	340
51	1530	53	1050	352
52	1560	54	1050	362
53	1590	53	1050	378
54	1620	53	1063	387
55	1650	56	1100	356
56	1680	51	1132	326
57	1710	50	1153	309
58	1740	51	1167	300
59	1770	52	1170	301
60	1800	52	1170	313
61	1830	50	1170	320
62	1860	51	1172	330
63	1890	47	1186	327
64	1920	42	1219	304
65	1950	39	1245	280
66	1980	36	1265	268
67	2010	33	1272	268
68	2040	34	1275	275
69	2070	32	1275	280
70	2100	32	1275	294
71	2130	32	1279	297
72	2160	33	1306	275
73	2190	30	1326	261
74	2220	27	1346	247
75	2250	29	1362	229
76	2280	30	1365	234
77	2310	30	1365	244
78	2340	30	1366	249
79	2370	29	1366	253
80	2400	31	1375	249
81	2430	33	1402	222
82	2460	34	1418	212
83	2490	35	1435	198
84	2520	34	1441	197
85	2550	31	1445	206
86	2580	31	1445	213
87	2610	31	1445	219
88	2640	30	1445	223
89	2670	29	1463	209
90	2700	26	1488	187
91	2730	28	1502	178
92	2760	25	1514	171
93	2790	25	1518	170
94	2820	25	1519	172
95	2850	26	1520	175
96	2880	26	1521	180
97	2910	26	1522	185
98	2940	17	1534	178
99	2970	14	1554	159
100	3000	17	1567	145
101	3030	18	1572	146
102	3060	18	1574	148
103	3090	18	1574	150
104	3120	18	1574	153
105	3150	18	1574	161
106	3180	18	1577	160
107	3210	17	1596	142
108	3240	13	1614	127
109	3270	14	1619	125
110	3300	15	1627	120
111	3330	13	1629	119
112	3360	12	1629	123
113	3390	12	1629	124
114	3420	13	1629	131
115	3450	16	1639	124
116	3480	17	1651	119
117	3510	12	1655	119
118	3540	13	1661	115
119	3570	13	1665	113
120	3600	14	1665	120
121	3630	14	1665	123
122	3660	14	1665	127
123	3690	14	1668	127
124	3720	17	1673	122
125	3750	17	1686	112
126	3780	17	1695	107
127	3810	15	1702	109
128	3840	16	1705	107
129	3870	18	1705	108
130	3900	19	1705	111
131	3930	18	1705	113
132	3960	15	1708	112
133	3990	14	1719	103
134	4020	15	1730	92
135	4050	14	1738	87
136	4080	14	1741	88
137	4110	13	1741	93
138	4140	13	1743	95
139	4170	13	1743	102
140	4200	12	1743	107
141	4230	9	1746	104
142	4260	8	1757	99
143	4290	7	1770	88
144	4320	10	1776	81
145	4350	9	1778	83
146	4380	7	1779	87
147	4410	6	1779	90
148	4440	6	1779	90
149	4470	6	1779	93
150	4500	6	1784	92
151	4530	5	1799	79
152	4560	7	1804	79
153	4590	7	1806	79
154	4620	6	1807	86
155	4650	6	1807	89
156	4680	6	1807	92
157	4710	6	1807	96
158	4740	8	1809	99
159	4770	9	1816	96
160	4800	9	1826	89
161	4830	8	1830	86
162	4860	8	1832	87
163	4890	8	1833	88
164	4920	9	1834	88
165	4950	9	1834	95
166	4980	9	1835	98
167	5010	9	1839	98
168	5040	13	1848	88
169	5070	11	1859	80
170	5100	12	1865	73
171	5130	12	1870	69
172	5160	12	1873	66
173	5190	12	1873	69
174	5220	12	1873	69
175	5250	10	1873	71
176	5280	10	1883	63
177	5310	8	1893	55
178	5340	7	1897	53
179	5370	8	1903	45
180	5400	8	1906	43
181	5430	7	1906	45
182	5460	7	1906	47
183	5490	7	1906	49
184	5520	7	1906	52
185	5550	5	1909	48
186	5580	4	1921	40
187	5610	6	1922	37
188	5640	7	1922	36
189	5670	8	1922	37
