	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	5	0	1163
2	60	33	12	1160
3	90	144	44	1055
4	120	248	71	956
5	150	353	107	851
6	180	425	131	782
7	210	454	135	775
8	240	469	135	777
9	270	471	135	807
10	300	473	141	823
11	330	486	200	779
12	360	523	259	701
13	390	551	310	647
14	420	576	348	604
15	450	594	358	612
16	480	600	361	630
17	510	603	361	652
18	540	604	361	669
19	570	586	384	670
20	600	497	443	625
21	630	415	498	573
22	660	307	541	541
23	690	236	561	528
24	720	206	565	534
25	750	193	566	547
26	780	192	566	565
27	810	191	568	590
28	840	182	592	586
29	870	150	639	565
30	900	124	680	539
31	930	101	702	541
32	960	90	721	530
33	990	85	722	547
34	1020	84	724	561
35	1050	80	724	581
36	1080	76	727	601
37	1110	69	774	574
38	1140	58	828	537
39	1170	55	875	497
40	1200	51	907	482
41	1230	51	921	478
42	1260	53	924	484
43	1290	53	925	493
44	1320	54	925	502
45	1350	55	933	499
46	1380	58	973	471
47	1410	58	1014	432
48	1440	61	1048	402
49	1470	58	1072	391
50	1500	56	1080	401
51	1530	57	1080	419
52	1560	57	1080	432
53	1590	57	1080	440
54	1620	57	1102	433
55	1650	56	1145	399
56	1680	49	1181	371
57	1710	45	1204	359
58	1740	45	1215	356
59	1770	38	1220	368
60	1800	37	1220	379
61	1830	36	1220	388
62	1860	35	1222	403
63	1890	32	1248	387
64	1920	30	1293	354
65	1950	22	1318	339
66	1980	23	1342	325
67	2010	23	1348	327
68	2040	22	1349	337
69	2070	21	1349	349
70	2100	21	1349	356
71	2130	23	1352	363
72	2160	22	1374	351
73	2190	21	1397	336
74	2220	26	1426	306
75	2250	25	1448	286
76	2280	26	1452	298
77	2310	27	1454	308
78	2340	26	1454	319
79	2370	26	1454	324
80	2400	26	1468	315
81	2430	25	1494	301
82	2460	26	1519	283
83	2490	27	1549	265
84	2520	29	1559	261
85	2550	32	1569	258
86	2580	34	1570	264
87	2610	33	1570	273
88	2640	34	1570	277
89	2670	31	1583	279
90	2700	33	1614	248
91	2730	33	1637	225
92	2760	33	1660	204
93	2790	34	1669	201
94	2820	34	1670	204
95	2850	34	1670	214
96	2880	34	1670	220
97	2910	32	1671	228
98	2940	32	1684	224
99	2970	27	1708	203
100	3000	24	1723	198
101	3030	24	1730	197
102	3060	20	1738	194
103	3090	19	1739	199
104	3120	18	1739	212
105	3150	17	1739	218
106	3180	17	1744	222
107	3210	15	1764	204
108	3240	11	1790	184
109	3270	13	1805	173
110	3300	11	1816	167
111	3330	11	1822	169
112	3360	11	1822	179
113	3390	11	1822	185
114	3420	12	1822	189
115	3450	12	1833	180
116	3480	14	1852	165
117	3510	16	1870	149
118	3540	16	1884	138
119	3570	15	1892	134
120	3600	15	1892	140
121	3630	15	1892	143
122	3660	14	1892	144
123	3690	14	1892	148
124	3720	14	1905	143
125	3750	14	1910	142
126	3780	15	1916	139
127	3810	13	1920	140
128	3840	13	1926	138
129	3870	13	1926	143
130	3900	13	1926	151
131	3930	13	1926	158
132	3960	12	1929	164
133	3990	13	1943	153
134	4020	13	1956	148
135	4050	13	1968	142
136	4080	13	1972	146
137	4110	14	1973	149
138	4140	13	1974	149
139	4170	13	1974	154
140	4200	14	1974	155
141	4230	14	1981	157
142	4260	15	2001	142
143	4290	15	2018	127
144	4320	15	2028	120
145	4350	17	2031	117
146	4380	16	2032	122
147	4410	18	2032	125
148	4440	18	2032	133
149	4470	18	2032	135
150	4500	16	2041	127
151	4530	18	2047	122
152	4560	19	2058	113
153	4590	20	2070	103
154	4620	20	2074	101
155	4650	20	2074	102
156	4680	22	2074	105
157	4710	21	2074	106
158	4740	21	2074	109
159	4770	23	2084	100
160	4800	20	2096	90
161	4830	18	2097	90
162	4860	19	2102	88
163	4890	19	2105	89
164	4920	17	2105	91
165	4950	17	2105	95
166	4980	17	2105	96
167	5010	18	2106	99
168	5040	17	2108	99
169	5070	13	2115	97
170	5100	13	2122	94
171	5130	13	2124	93
172	5160	13	2125	95
173	5190	12	2125	99
174	5220	12	2125	104
175	5250	12	2125	106
176	5280	11	2132	101
