	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	5	1168	0
2	60	20	1181	12
3	90	115	1093	49
4	120	252	944	85
5	150	345	849	114
6	180	431	774	129
7	210	463	765	136
8	240	471	784	138
9	270	473	815	138
10	300	474	832	145
11	330	494	778	203
12	360	531	709	258
13	390	570	642	308
14	420	601	600	341
15	450	614	587	358
16	480	622	593	359
17	510	626	616	359
18	540	622	636	360
19	570	613	637	380
20	600	550	576	450
21	630	411	528	504
22	660	328	510	531
23	690	252	491	557
24	720	211	502	559
25	750	200	509	560
26	780	200	519	560
27	810	202	534	560
28	840	191	508	599
29	870	163	457	653
30	900	132	433	692
31	930	107	420	713
32	960	91	427	718
33	990	85	436	719
34	1020	81	458	719
35	1050	79	476	719
36	1080	81	467	734
37	1110	77	443	774
38	1140	69	408	821
39	1170	61	393	848
40	1200	57	391	863
41	1230	54	394	867
42	1260	52	405	867
43	1290	52	422	867
44	1320	50	437	868
45	1350	46	421	901
46	1380	41	390	943
47	1410	39	360	985
48	1440	36	348	1001
49	1470	38	342	1014
50	1500	38	351	1020
51	1530	39	363	1020
52	1560	40	373	1020
53	1590	38	384	1025
54	1620	42	361	1057
55	1650	37	340	1088
56	1680	38	323	1111
57	1710	40	314	1130
58	1740	41	316	1133
59	1770	42	322	1135
60	1800	43	328	1135
61	1830	44	337	1136
62	1860	44	339	1145
63	1890	51	308	1175
64	1920	51	298	1193
65	1950	47	281	1217
66	1980	43	282	1226
67	2010	44	279	1230
68	2040	45	293	1230
69	2070	43	299	1230
70	2100	42	312	1230
71	2130	41	303	1248
72	2160	38	277	1278
73	2190	41	255	1304
74	2220	46	242	1319
75	2250	44	250	1322
76	2280	42	260	1322
77	2310	39	268	1322
78	2340	38	282	1322
79	2370	40	277	1331
80	2400	32	258	1355
81	2430	31	238	1375
82	2460	31	228	1393
83	2490	32	224	1403
84	2520	30	225	1406
85	2550	29	230	1406
86	2580	28	236	1406
87	2610	28	246	1407
88	2640	28	238	1422
89	2670	24	224	1441
90	2700	22	200	1464
91	2730	14	197	1475
92	2760	14	203	1479
93	2790	14	207	1482
94	2820	14	214	1482
95	2850	14	219	1482
96	2880	12	227	1482
97	2910	13	221	1494
98	2940	11	214	1513
99	2970	16	194	1532
100	3000	17	198	1539
101	3030	16	201	1542
102	3060	16	202	1545
103	3090	16	210	1545
104	3120	16	220	1545
105	3150	17	217	1554
106	3180	18	203	1577
107	3210	17	184	1597
108	3240	16	183	1604
109	3270	20	180	1613
110	3300	21	189	1613
111	3330	21	192	1613
112	3360	21	202	1613
113	3390	21	211	1615
114	3420	20	204	1629
115	3450	19	192	1647
116	3480	15	183	1660
117	3510	13	182	1670
118	3540	13	184	1673
119	3570	12	191	1674
120	3600	12	197	1674
121	3630	12	206	1674
122	3660	11	207	1680
123	3690	13	183	1705
124	3720	15	165	1724
125	3750	16	160	1732
126	3780	15	163	1738
127	3810	13	168	1738
128	3840	14	171	1738
129	3870	14	173	1738
130	3900	14	178	1738
131	3930	14	175	1746
132	3960	15	162	1766
133	3990	19	147	1779
134	4020	20	144	1788
135	4050	21	142	1794
136	4080	22	149	1795
137	4110	22	158	1795
138	4140	22	167	1795
139	4170	22	171	1797
140	4200	21	160	1810
141	4230	20	153	1826
142	4260	19	150	1834
143	4290	16	140	1848
144	4320	16	144	1848
145	4350	15	151	1848
146	4380	15	153	1848
147	4410	16	157	1848
148	4440	17	156	1854
149	4470	16	141	1878
150	4500	13	127	1894
151	4530	12	122	1903
152	4560	12	121	1905
153	4590	11	122	1906
154	4620	11	131	1906
155	4650	11	135	1906
156	4680	11	140	1906
