	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1177	0
2	60	33	1172	9
3	90	130	1058	53
4	120	247	936	91
5	150	353	838	116
6	180	412	789	135
7	210	446	779	139
8	240	460	787	139
9	270	462	811	139
10	300	465	836	142
11	330	475	795	197
12	360	514	711	267
13	390	556	651	312
14	420	582	605	355
15	450	601	583	372
16	480	608	584	378
17	510	611	592	378
18	540	612	619	378
19	570	594	649	381
20	600	518	600	440
21	630	398	543	504
22	660	317	504	550
23	690	250	473	581
24	720	211	467	598
25	750	193	476	600
26	780	191	489	601
27	810	188	498	601
28	840	184	508	605
29	870	148	480	646
30	900	111	436	697
31	930	87	418	726
32	960	67	403	753
33	990	59	394	767
34	1020	58	401	768
35	1050	58	419	768
36	1080	57	436	768
37	1110	54	445	772
38	1140	47	420	810
39	1170	36	391	851
40	1200	36	370	877
41	1230	35	355	899
42	1260	34	354	911
43	1290	35	367	912
44	1320	35	382	912
45	1350	38	390	912
46	1380	36	405	916
47	1410	35	387	944
48	1440	33	355	989
49	1470	37	340	1016
50	1500	42	322	1038
51	1530	43	320	1047
52	1560	42	328	1048
53	1590	43	337	1048
54	1620	45	348	1048
55	1650	44	346	1058
56	1680	43	326	1085
57	1710	38	303	1118
58	1740	40	277	1141
59	1770	41	275	1152
60	1800	42	274	1159
61	1830	40	284	1162
62	1860	39	292	1162
63	1890	39	298	1162
64	1920	34	308	1165
65	1950	36	284	1196
66	1980	38	265	1223
67	2010	37	253	1236
68	2040	37	255	1245
69	2070	41	255	1248
70	2100	40	265	1248
71	2130	38	276	1249
72	2160	38	283	1249
73	2190	37	293	1255
74	2220	35	264	1284
75	2250	33	249	1312
76	2280	38	238	1327
77	2310	37	240	1334
78	2340	39	242	1335
79	2370	38	246	1335
80	2400	37	253	1335
81	2430	37	264	1335
82	2460	35	266	1343
83	2490	33	245	1373
84	2520	30	228	1391
85	2550	26	220	1406
86	2580	22	219	1415
87	2610	23	219	1418
88	2640	24	223	1419
89	2670	24	230	1419
90	2700	24	238	1419
91	2730	23	234	1435
92	2760	23	215	1460
93	2790	15	190	1488
94	2820	16	184	1496
95	2850	15	178	1509
96	2880	16	184	1510
97	2910	18	191	1511
98	2940	18	200	1511
99	2970	18	210	1511
100	3000	19	205	1522
101	3030	18	190	1546
102	3060	22	179	1564
103	3090	24	166	1584
104	3120	24	162	1592
105	3150	24	164	1595
106	3180	24	168	1595
107	3210	24	173	1595
108	3240	24	179	1595
109	3270	22	187	1597
110	3300	26	174	1616
111	3330	27	161	1629
112	3360	28	153	1642
113	3390	28	149	1655
114	3420	27	149	1659
115	3450	27	154	1659
116	3480	26	158	1659
117	3510	26	159	1659
118	3540	25	159	1664
119	3570	22	152	1679
120	3600	18	141	1692
121	3630	16	129	1707
122	3660	17	123	1713
123	3690	17	125	1716
124	3720	17	131	1717
125	3750	17	135	1717
126	3780	17	142	1717
127	3810	13	137	1728
128	3840	15	117	1749
129	3870	13	100	1766
130	3900	14	86	1778
131	3930	15	80	1783
132	3960	15	85	1784
133	3990	16	87	1784
134	4020	16	91	1784
135	4050	16	95	1784
136	4080	16	97	1789
137	4110	15	92	1798
138	4140	15	87	1806
139	4170	15	86	1810
140	4200	16	83	1813
141	4230	16	84	1813
142	4260	16	87	1813
143	4290	16	90	1813
144	4320	16	96	1813
145	4350	13	92	1819
146	4380	13	80	1831
147	4410	11	75	1839
148	4440	9	79	1843
149	4470	9	78	1848
150	4500	8	83	1848
151	4530	9	85	1848
152	4560	7	87	1848
153	4590	8	91	1848
154	4620	9	85	1857
155	4650	10	80	1866
156	4680	9	75	1873
157	4710	8	71	1877
158	4740	8	74	1879
159	4770	8	72	1881
160	4800	8	75	1881
161	4830	8	76	1881
162	4860	8	81	1882
163	4890	7	80	1890
164	4920	7	68	1903
165	4950	8	65	1907
166	4980	8	64	1910
167	5010	9	64	1910
168	5040	9	64	1911
169	5070	8	66	1911
170	5100	7	69	1911
171	5130	7	69	1912
172	5160	4	66	1917
173	5190	4	57	1927
174	5220	3	52	1933
175	5250	3	46	1940
176	5280	3	44	1944
177	5310	3	44	1944
178	5340	3	44	1944
179	5370	4	44	1944
180	5400	4	46	1945
181	5430	3	45	1949
182	5460	2	46	1952
183	5490	2	47	1956
184	5520	1	46	1959
185	5550	1	48	1959
186	5580	1	49	1959
187	5610	1	49	1959
188	5640	1	52	1959
189	5670	1	55	1960
190	5700	1	51	1965
191	5730	2	45	1972
192	5760	2	41	1976
193	5790	2	42	1977
194	5820	3	45	1977
195	5850	3	45	1977
196	5880	2	47	1977
197	5910	2	50	1977
198	5940	2	52	1978
199	5970	4	49	1980
200	6000	7	44	1982
201	6030	7	43	1984
202	6060	10	39	1986
203	6090	10	39	1986
204	6120	11	38	1986
205	6150	11	39	1986
206	6180	11	39	1986
207	6210	11	38	1989
208	6240	10	37	1990
209	6270	10	34	1995
210	6300	12	30	1998
211	6330	11	29	2000
212	6360	11	29	2000
213	6390	11	31	2000
214	6420	12	30	2000
215	6450	12	31	2000
216	6480	10	32	2000
217	6510	8	28	2005
218	6540	9	26	2006
219	6570	6	24	2009
220	6600	6	24	2009
221	6630	5	23	2010
222	6660	5	23	2010
223	6690	6	22	2010
224	6720	6	24	2010
225	6750	6	26	2011
226	6780	6	24	2014
227	6810	4	22	2017
228	6840	5	20	2018
229	6870	5	20	2019
230	6900	5	21	2019
231	6930	4	23	2019
232	6960	4	23	2019
233	6990	4	24	2019
234	7020	4	20	2023
235	7050	2	21	2023
236	7080	2	19	2025
237	7110	2	16	2028
238	7140	2	15	2029
239	7170	2	16	2029
240	7200	1	17	2029
241	7230	1	19	2029
242	7260	1	20	2029
243	7290	1	21	2029
244	7320	1	21	2031
245	7350	1	21	2031
246	7380	2	19	2033
247	7410	2	19	2035
248	7440	2	18	2036
249	7470	3	17	2036
250	7500	3	17	2036
251	7530	3	19	2036
252	7560	3	19	2036
253	7590	3	19	2037
254	7620	3	16	2040
255	7650	3	15	2041
256	7680	3	15	2041
257	7710	3	16	2041
258	7740	3	16	2041
259	7770	3	17	2041
260	7800	3	18	2041
261	7830	3	18	2041
262	7860	2	17	2042
263	7890	1	17	2044
264	7920	1	16	2045
265	7950	1	15	2046
266	7980	0	16	2046
