	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1168	1	1
2	60	1170	14	20
3	90	1057	47	124
4	120	927	80	257
5	150	826	103	360
6	180	748	122	438
7	210	743	129	466
8	240	757	130	474
9	270	789	130	476
10	300	796	143	478
11	330	752	194	492
12	360	666	267	523
13	390	594	318	557
14	420	554	346	588
15	450	545	364	600
16	480	560	367	604
17	510	576	368	605
18	540	595	368	604
19	570	591	388	597
20	600	543	443	528
21	630	505	491	396
22	660	484	524	296
23	690	465	545	225
24	720	471	554	194
25	750	479	556	184
26	780	496	556	183
27	810	511	557	181
28	840	498	584	171
29	870	461	639	147
30	900	419	676	133
31	930	397	700	103
32	960	394	712	95
33	990	398	714	92
34	1020	414	715	92
35	1050	422	715	94
36	1080	435	721	93
37	1110	404	762	86
38	1140	370	805	78
39	1170	356	828	73
40	1200	351	842	64
41	1230	356	852	59
42	1260	358	855	59
43	1290	366	855	58
44	1320	375	855	59
45	1350	367	871	59
46	1380	346	909	57
47	1410	328	941	48
48	1440	316	959	37
49	1470	314	970	37
50	1500	317	974	35
51	1530	328	976	35
52	1560	345	976	32
53	1590	358	977	32
54	1620	327	1014	32
55	1650	297	1050	27
56	1680	272	1078	28
57	1710	253	1099	27
58	1740	261	1104	25
59	1770	266	1106	23
60	1800	270	1106	22
61	1830	273	1106	22
62	1860	277	1108	23
63	1890	268	1122	20
64	1920	260	1148	23
65	1950	233	1170	27
66	1980	220	1182	27
67	2010	219	1188	25
68	2040	230	1188	25
69	2070	236	1188	26
70	2100	248	1189	26
71	2130	250	1201	25
72	2160	242	1226	26
73	2190	214	1255	26
74	2220	209	1266	21
75	2250	207	1270	24
76	2280	213	1270	24
77	2310	218	1271	24
78	2340	222	1271	23
79	2370	228	1271	23
80	2400	214	1294	25
81	2430	198	1318	21
82	2460	177	1343	17
83	2490	172	1352	15
84	2520	173	1358	14
85	2550	182	1358	14
86	2580	188	1358	15
87	2610	193	1358	14
88	2640	184	1368	15
89	2670	177	1387	14
90	2700	162	1406	16
91	2730	157	1414	16
92	2760	151	1423	15
93	2790	154	1423	16
94	2820	161	1423	16
95	2850	165	1424	16
96	2880	176	1425	15
97	2910	175	1435	15
98	2940	164	1453	16
99	2970	158	1462	19
100	3000	157	1468	18
101	3030	154	1472	20
102	3060	155	1473	20
103	3090	155	1473	20
104	3120	159	1473	20
105	3150	162	1475	19
106	3180	156	1488	19
107	3210	149	1504	16
108	3240	151	1505	15
109	3270	151	1515	15
110	3300	157	1519	12
111	3330	160	1520	12
112	3360	165	1520	12
113	3390	174	1520	12
114	3420	174	1524	12
115	3450	160	1544	11
116	3480	146	1561	9
117	3510	138	1572	8
118	3540	138	1576	7
119	3570	141	1576	7
120	3600	150	1576	7
121	3630	154	1576	6
122	3660	160	1576	6
123	3690	148	1594	6
124	3720	128	1614	8
125	3750	110	1634	9
126	3780	111	1639	11
127	3810	109	1643	12
128	3840	113	1643	12
129	3870	116	1643	12
130	3900	121	1643	12
131	3930	120	1648	12
132	3960	113	1656	11
133	3990	106	1666	9
134	4020	106	1671	9
135	4050	96	1681	8
136	4080	101	1681	8
137	4110	101	1681	8
138	4140	106	1681	8
139	4170	108	1681	8
140	4200	105	1686	8
141	4230	98	1694	7
142	4260	96	1700	6
143	4290	93	1702	7
144	4320	91	1706	7
145	4350	90	1707	7
146	4380	94	1707	7
147	4410	95	1707	7
148	4440	95	1707	7
149	4470	89	1715	7
150	4500	84	1720	7
151	4530	79	1725	9
152	4560	75	1731	9
153	4590	77	1731	10
154	4620	78	1731	11
155	4650	81	1731	11
156	4680	86	1731	11
157	4710	86	1733	12
158	4740	77	1740	15
159	4770	71	1749	16
160	4800	73	1752	13
161	4830	69	1755	14
162	4860	68	1756	14
163	4890	73	1756	14
164	4920	74	1756	14
165	4950	78	1756	14
166	4980	76	1760	15
167	5010	72	1765	16
168	5040	75	1767	14
169	5070	72	1771	14
170	5100	69	1774	13
171	5130	70	1775	12
172	5160	75	1775	12
173	5190	78	1775	12
174	5220	81	1775	11
175	5250	75	1781	9
176	5280	64	1791	8
177	5310	58	1800	9
178	5340	58	1801	9
179	5370	59	1802	9
180	5400	61	1802	9
181	5430	66	1802	9
182	5460	69	1802	9
183	5490	68	1805	8
184	5520	66	1809	6
185	5550	56	1818	7
186	5580	56	1822	7
187	5610	57	1825	6
188	5640	57	1826	6
189	5670	59	1826	6
190	5700	59	1826	6
191	5730	59	1826	6
192	5760	56	1830	5
193	5790	49	1840	4
194	5820	49	1842	3
195	5850	45	1846	2
196	5880	41	1849	3
197	5910	44	1849	3
198	5940	44	1849	3
199	5970	44	1849	3
200	6000	45	1849	4
201	6030	42	1853	4
202	6060	41	1855	3
203	6090	39	1859	3
204	6120	34	1865	3
205	6150	35	1865	4
206	6180	37	1865	4
207	6210	40	1865	4
208	6240	41	1865	4
209	6270	38	1867	5
210	6300	36	1871	6
211	6330	38	1871	6
212	6360	37	1872	7
213	6390	36	1875	5
214	6420	37	1875	6
215	6450	38	1876	6
216	6480	39	1876	6
217	6510	40	1876	5
218	6540	37	1880	5
219	6570	32	1887	5
220	6600	27	1892	5
221	6630	23	1896	6
222	6660	23	1896	5
223	6690	24	1896	5
224	6720	25	1896	5
225	6750	26	1896	5
226	6780	25	1897	4
227	6810	20	1903	3
228	6840	19	1904	3
229	6870	20	1904	2
230	6900	20	1904	2
231	6930	19	1905	1
232	6960	20	1905	1
233	6990	21	1905	1
234	7020	23	1905	1
235	7050	24	1905	2
236	7080	23	1908	2
237	7110	22	1911	2
238	7140	24	1911	1
239	7170	26	1911	1
240	7200	27	1911	1
241	7230	27	1911	1
242	7260	27	1911	1
243	7290	26	1912	1
244	7320	26	1913	1
245	7350	22	1916	2
246	7380	20	1919	2
247	7410	17	1921	3
248	7440	17	1922	3
249	7470	19	1922	3
250	7500	19	1922	3
251	7530	20	1922	3
252	7560	20	1922	2
253	7590	20	1924	2
254	7620	18	1926	2
255	7650	18	1926	3
256	7680	18	1926	3
257	7710	18	1926	3
258	7740	18	1926	3
259	7770	18	1926	3
260	7800	18	1926	3
