,test,best result,evaluations
0,test29,86.39972358637064,300
1,test29,41.80101651200992,625
2,test29,41.80101651200992,1250
3,test29,41.80101651200992,2500
4,test29,41.80101651200992,5000
5,test29,41.80101651200992,10000
6,test30,129.69994272866123,300
7,test30,83.40762991158465,625
8,test30,77.80410057606274,1250
9,test30,77.80410057606274,2500
10,test30,68.58484700438267,5000
11,test30,33.79970178284872,10000
12,test12,98.69709546409182,300
13,test12,98.69709546409182,625
14,test12,83.12414784985886,1250
15,test12,47.90426288195828,2500
16,test12,47.90426288195828,5000
17,test12,47.90426288195828,10000
18,test18,118.29993089479723,300
19,test18,57.30169127084228,625
20,test18,57.30169127084228,1250
21,test18,46.6999867352659,2500
22,test18,46.6999867352659,5000
23,test18,46.6999867352659,10000
24,test24,106.69036823256336,300
25,test24,86.49999691412461,625
26,test24,60.19969362801199,1250
27,test24,60.19969362801199,2500
28,test24,53.59992976531969,5000
29,test24,46.3000651883616,10000
30,test10,106.60007026357985,300
31,test10,102.99969177101242,625
32,test10,93.10334131260963,1250
33,test10,54.91939076389347,2500
34,test10,41.00000350413275,5000
35,test10,41.00000350413275,10000
36,test19,113.49921199483096,300
37,test19,84.40449608006848,625
38,test19,84.40449608006848,1250
39,test19,80.09610579640444,2500
40,test19,61.59635509872529,5000
41,test19,61.59635509872529,10000
42,test15,112.79986230604469,300
43,test15,112.79986230604469,625
44,test15,112.79986230604469,1250
45,test15,87.49959118524505,2500
46,test15,86.87506034017107,5000
47,test15,51.00797178796899,10000
48,test8,76.91678188989634,300
49,test8,67.599733646548,625
50,test8,67.599733646548,1250
51,test8,37.50019159097435,2500
52,test8,37.50019159097435,5000
53,test8,37.50019159097435,10000
54,test7,103.59402808431372,300
55,test7,65.05907108903904,625
56,test7,65.05907108903904,1250
57,test7,65.05907108903904,2500
58,test7,65.05907108903904,5000
59,test7,65.05907108903904,10000
60,test25,79.33674596444334,300
61,test25,79.33674596444334,625
62,test25,77.60001043070685,1250
63,test25,58.10297608471628,2500
64,test25,53.99281685737779,5000
65,test25,53.99281685737779,10000
66,test3,114.50765742380331,300
67,test3,114.50765742380331,625
68,test3,93.80346102476405,1250
69,test3,77.60199989402244,2500
70,test3,75.50084929726646,5000
71,test3,61.00055213329653,10000
72,test11,108.70013450602804,300
73,test11,103.29986782574093,625
74,test11,99.0642506670488,1250
75,test11,61.501706962382144,2500
76,test11,48.982485540236254,5000
77,test11,48.982485540236254,10000
78,test2,88.49988112812142,300
79,test2,88.49988112812142,625
80,test2,50.698007411524564,1250
81,test2,50.698007411524564,2500
82,test2,50.698007411524564,5000
83,test2,48.09915134362153,10000
84,test4,137.17605135559094,300
85,test4,128.40000105660562,625
86,test4,97.47642597956478,1250
87,test4,61.90400969384854,2500
88,test4,61.590492781778224,5000
89,test4,53.60034877527771,10000
90,test28,95.99741461080295,300
91,test28,95.99741461080295,625
92,test28,95.99741461080295,1250
93,test28,53.384193232220156,2500
94,test28,53.384193232220156,5000
