	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1179
2	60	22	31	1168
3	90	48	124	1084
4	120	84	253	944
5	150	127	375	810
6	180	153	444	744
7	210	168	484	717
8	240	169	503	716
9	270	170	505	742
10	300	170	506	769
11	330	170	507	801
12	360	170	507	822
13	390	170	507	839
14	420	170	507	863
15	450	170	509	889
16	480	170	510	911
17	510	170	514	942
18	540	170	514	966
19	570	170	495	1000
20	600	205	425	986
21	630	340	329	851
22	660	459	234	717
23	690	534	200	634
24	720	580	175	580
25	750	599	165	567
26	780	612	167	566
27	810	612	167	579
28	840	612	168	604
29	870	612	168	623
30	900	612	168	650
31	930	612	169	677
32	960	612	169	700
33	990	612	175	721
34	1020	612	173	721
35	1050	612	173	745
36	1080	612	170	767
37	1110	612	167	799
38	1140	623	142	816
39	1170	733	108	726
40	1200	859	96	600
41	1230	955	84	510
42	1260	1004	74	470
43	1290	1046	74	434
44	1320	1053	78	429
45	1350	1055	77	437
46	1380	1056	77	450
47	1410	1056	77	471
48	1440	1056	79	489
