	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	3	0
2	60	1166	27	13
3	90	1060	128	49
4	120	959	232	82
5	150	846	331	121
6	180	775	399	149
7	210	746	440	156
8	240	755	452	157
9	270	772	455	159
10	300	792	458	159
11	330	792	460	173
12	360	724	481	244
13	390	645	517	310
14	420	586	543	362
15	450	562	560	392
16	480	543	576	404
17	510	559	579	407
18	540	578	579	407
19	570	592	563	407
20	600	606	478	412
21	630	555	377	474
22	660	512	285	522
23	690	485	213	562
24	720	476	175	584
25	750	468	167	594
26	780	475	166	597
27	810	500	166	597
28	840	508	165	597
29	870	523	149	599
30	900	503	114	634
31	930	463	96	692
32	960	430	83	732
33	990	408	71	759
34	1020	401	68	771
35	1050	407	68	776
36	1080	425	70	776
37	1110	440	69	776
38	1140	451	64	776
39	1170	452	57	787
40	1200	414	55	832
41	1230	381	51	876
42	1260	366	49	900
43	1290	365	48	915
44	1320	372	45	919
45	1350	380	44	920
46	1380	391	44	920
47	1410	408	43	920
48	1440	418	39	926
