	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	1	1
2	60	1156	37	11
3	90	1039	139	51
4	120	940	244	89
5	150	846	350	108
6	180	792	414	127
7	210	761	463	143
8	240	759	480	146
9	270	779	484	146
10	300	807	489	146
11	330	826	490	146
12	360	850	490	146
13	390	869	491	146
14	420	901	491	146
15	450	928	494	146
16	480	944	501	146
17	510	982	502	146
18	540	1007	505	146
19	570	1015	484	158
20	600	921	397	270
21	630	749	350	419
22	660	629	287	520
23	690	571	243	580
24	720	517	205	630
25	750	523	193	640
26	780	543	188	640
27	810	557	187	640
28	840	574	186	640
29	870	583	187	640
30	900	601	187	640
31	930	619	188	640
32	960	642	186	640
33	990	660	181	640
34	1020	676	182	640
35	1050	698	180	640
36	1080	725	179	640
37	1110	739	174	651
38	1140	651	134	753
39	1170	549	94	871
40	1200	479	77	943
41	1230	456	64	974
42	1260	448	59	991
43	1290	462	60	998
44	1320	478	58	998
45	1350	491	58	999
46	1380	509	56	999
47	1410	527	57	999
48	1440	551	55	999
