	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1172	28	13
3	90	1056	143	44
4	120	917	278	78
5	150	781	396	116
6	180	721	464	134
7	210	721	493	137
8	240	726	501	137
9	270	756	501	137
10	300	769	502	137
11	330	793	504	137
12	360	819	505	137
13	390	836	506	137
14	420	863	506	137
15	450	892	507	137
16	480	906	511	137
17	510	933	511	137
18	540	960	511	137
19	570	999	495	137
20	600	1035	397	137
21	630	1088	257	137
22	660	1120	148	137
23	690	1145	63	137
24	720	1181	30	137
25	750	1192	24	154
26	780	1021	43	327
27	810	798	102	515
28	840	671	154	620
29	870	586	187	691
30	900	567	204	711
31	930	588	211	711
32	960	608	211	711
33	990	629	208	711
34	1020	652	209	711
35	1050	674	210	711
36	1080	700	210	711
37	1110	719	209	711
38	1140	750	210	711
39	1170	766	208	711
40	1200	791	209	711
41	1230	805	214	711
42	1260	830	217	711
43	1290	856	193	711
44	1320	884	148	711
45	1350	917	92	711
46	1380	958	54	711
47	1410	974	32	711
48	1440	1007	25	711
