	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	7	0	1167
2	60	32	16	1165
3	90	120	52	1068
4	120	240	75	956
5	150	346	107	841
6	180	421	129	764
7	210	468	136	740
8	240	478	137	743
9	270	483	137	767
10	300	483	137	787
11	330	486	137	812
12	360	488	137	844
13	390	489	137	873
14	420	491	137	899
15	450	499	137	913
16	480	502	137	932
17	510	504	137	960
18	540	499	137	997
19	570	487	148	1019
20	600	441	275	897
21	630	376	407	730
22	660	329	494	602
23	690	287	560	505
24	720	251	581	481
25	750	242	583	486
26	780	236	584	505
27	810	236	584	511
28	840	234	584	529
29	870	232	584	550
30	900	232	584	578
31	930	232	584	601
32	960	225	584	621
33	990	224	584	637
34	1020	222	584	656
35	1050	222	584	676
36	1080	221	584	697
37	1110	204	606	695
38	1140	158	707	604
39	1170	134	804	493
40	1200	95	868	432
41	1230	83	892	403
42	1260	81	897	408
43	1290	85	899	418
44	1320	86	899	429
45	1350	87	899	445
46	1380	87	899	459
47	1410	86	899	474
48	1440	87	899	486
