	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	4	1170
2	60	11	23	1182
3	90	39	131	1081
4	120	64	273	943
5	150	103	360	843
6	180	118	456	752
7	210	127	504	713
8	240	127	509	739
9	270	127	511	765
10	300	130	511	784
11	330	165	519	762
12	360	234	550	685
13	390	271	598	626
14	420	303	624	588
15	450	323	650	560
16	480	328	662	562
17	510	331	664	574
18	540	333	664	592
19	570	335	648	605
20	600	371	571	584
21	630	431	427	527
22	660	475	354	472
23	690	511	267	450
24	720	530	210	443
25	750	535	207	442
26	780	536	205	453
27	810	536	205	465
28	840	536	200	481
29	870	560	178	468
30	900	610	134	433
31	930	643	109	405
32	960	664	89	400
33	990	685	78	384
34	1020	692	77	389
35	1050	693	77	399
36	1080	693	78	411
37	1110	694	77	426
38	1140	720	71	411
39	1170	786	62	350
40	1200	815	55	326
41	1230	827	49	325
42	1260	838	45	323
43	1290	845	46	328
44	1320	845	48	338
45	1350	845	48	356
46	1380	845	47	365
47	1410	865	44	357
48	1440	898	39	336
