	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1177	0
2	60	10	1176	27
3	90	57	1068	126
4	120	90	938	250
5	150	111	848	346
6	180	132	776	427
7	210	139	748	470
8	240	141	756	479
9	270	141	786	481
10	300	153	798	484
11	330	206	741	503
12	360	257	679	538
13	390	296	632	570
14	420	327	605	590
15	450	340	599	603
16	480	340	629	607
17	510	340	659	607
18	540	343	671	609
19	570	377	654	591
20	600	431	601	522
21	630	481	555	408
22	660	513	529	322
23	690	537	514	244
24	720	541	530	192
25	750	541	547	185
26	780	541	563	184
27	810	557	561	187
28	840	625	515	173
29	870	664	493	145
30	900	701	466	115
31	930	720	451	102
32	960	733	449	83
33	990	736	472	79
34	1020	736	491	80
35	1050	739	511	82
36	1080	765	501	82
37	1110	827	444	79
38	1140	863	414	71
39	1170	885	406	62
40	1200	897	405	53
41	1230	897	411	52
42	1260	897	427	51
43	1290	897	447	51
44	1320	909	447	50
45	1350	958	407	50
46	1380	1006	377	52
47	1410	1039	352	49
48	1440	1050	343	54
