	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1180	5	1
2	60	1172	24	17
3	90	1074	126	46
4	120	950	253	79
5	150	854	340	112
6	180	770	422	138
7	210	753	456	145
8	240	769	466	146
9	270	787	469	154
10	300	746	481	207
11	330	691	523	250
12	360	645	555	288
13	390	608	586	319
14	420	589	606	331
15	450	591	614	334
16	480	605	617	336
17	510	608	620	349
18	540	585	624	388
19	570	556	624	433
20	600	528	555	473
21	630	520	417	493
22	660	530	331	501
23	690	552	242	503
24	720	577	208	507
25	750	562	196	541
26	780	528	201	588
27	810	511	198	629
28	840	484	168	662
29	870	483	136	678
30	900	496	106	681
31	930	513	82	681
32	960	514	77	691
33	990	504	75	728
34	1020	484	78	762
35	1050	463	74	795
36	1080	455	70	818
37	1110	457	61	824
38	1140	463	59	824
39	1170	473	59	828
40	1200	480	57	841
41	1230	464	55	879
42	1260	432	61	921
43	1290	408	56	951
44	1320	407	53	962
45	1350	414	49	970
46	1380	425	45	971
47	1410	434	44	975
48	1440	427	46	1000
