	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	0	0
2	60	1162	29	14
3	90	1040	148	46
4	120	905	282	82
5	150	804	388	109
6	180	728	462	130
7	210	694	502	143
8	240	705	511	144
9	270	728	514	145
10	300	765	515	146
11	330	747	524	177
12	360	683	548	238
13	390	635	581	287
14	420	589	605	327
15	450	565	621	353
16	480	552	639	364
17	510	558	642	368
18	540	578	642	368
19	570	600	626	368
20	600	603	525	389
21	630	565	387	438
22	660	549	300	470
23	690	504	232	517
24	720	508	187	537
25	750	516	177	548
26	780	540	176	550
27	810	557	178	550
28	840	569	174	550
29	870	572	148	567
30	900	515	119	635
31	930	473	99	680
32	960	450	89	714
33	990	438	77	744
34	1020	434	75	754
35	1050	441	77	756
36	1080	451	78	756
37	1110	471	77	756
38	1140	480	69	764
39	1170	453	59	806
40	1200	400	55	858
41	1230	383	54	885
42	1260	371	57	904
43	1290	363	57	916
44	1320	378	56	918
45	1350	388	55	919
46	1380	397	55	919
47	1410	403	54	926
48	1440	375	54	960
