	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1173	0
2	60	34	1170	13
3	90	123	1082	45
4	120	243	955	80
5	150	356	847	108
6	180	439	767	130
7	210	471	750	140
8	240	480	769	140
9	270	485	783	140
10	300	489	797	140
11	330	491	815	140
12	360	494	829	140
13	390	495	853	140
14	420	495	877	140
15	450	496	900	140
16	480	500	929	140
17	510	503	965	140
18	540	503	988	140
19	570	484	1008	140
20	600	410	988	192
21	630	310	816	364
22	660	247	657	492
23	690	194	578	565
24	720	172	534	605
25	750	171	522	618
26	780	168	537	622
27	810	164	547	623
28	840	162	563	623
29	870	159	587	623
30	900	158	604	623
31	930	159	624	623
32	960	159	647	623
33	990	155	660	623
34	1020	154	689	623
35	1050	153	697	623
36	1080	151	716	623
37	1110	150	744	623
38	1140	132	741	640
39	1170	94	658	731
40	1200	74	539	853
41	1230	63	455	937
42	1260	63	411	978
43	1290	68	387	998
44	1320	69	391	1002
45	1350	71	397	1003
46	1380	71	412	1003
47	1410	71	428	1003
48	1440	72	437	1003
