	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1177
2	60	35	12	1163
3	90	144	43	1062
4	120	238	73	967
5	150	341	100	866
6	180	412	126	795
7	210	471	140	750
8	240	488	141	753
9	270	489	144	783
10	300	490	144	803
11	330	491	144	826
12	360	491	144	853
13	390	493	144	881
14	420	496	144	908
15	450	496	144	936
16	480	496	144	970
17	510	499	144	998
18	540	499	144	1033
19	570	476	144	1063
20	600	385	194	1046
21	630	308	357	887
22	660	252	488	733
23	690	207	584	620
24	720	183	639	548
25	750	173	650	530
26	780	173	651	543
27	810	173	651	561
28	840	175	651	580
29	870	175	651	601
30	900	176	651	624
31	930	176	651	650
32	960	176	651	665
33	990	178	651	690
34	1020	178	651	713
35	1050	178	651	739
36	1080	175	651	766
37	1110	173	651	796
38	1140	153	661	817
39	1170	121	761	734
40	1200	101	878	630
41	1230	97	948	555
42	1260	91	1006	503
43	1290	95	1019	503
44	1320	97	1022	504
45	1350	96	1022	516
46	1380	95	1022	531
47	1410	94	1022	550
48	1440	91	1022	576
