	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1167
2	60	16	23	1166
3	90	56	139	1034
4	120	101	274	876
5	150	129	357	807
6	180	139	431	753
7	210	145	469	731
8	240	145	485	738
9	270	146	485	769
10	300	158	487	782
11	330	213	511	727
12	360	270	537	661
13	390	307	574	606
14	420	337	596	566
15	450	345	609	568
16	480	351	612	583
17	510	352	613	600
18	540	352	614	616
19	570	388	605	597
20	600	461	511	537
21	630	508	399	500
22	660	544	305	479
23	690	557	241	475
24	720	559	198	478
25	750	560	184	487
26	780	560	181	498
27	810	572	180	505
28	840	609	169	491
29	870	650	150	465
30	900	690	128	429
31	930	719	103	418
32	960	730	90	416
33	990	734	86	428
34	1020	734	86	437
35	1050	735	84	453
36	1080	764	85	435
37	1110	810	75	398
38	1140	839	68	376
39	1170	865	58	371
40	1200	877	54	367
41	1230	879	51	372
42	1260	879	50	382
43	1290	879	48	402
44	1320	896	48	400
45	1350	941	46	359
46	1380	966	39	341
47	1410	989	33	327
48	1440	1006	31	320
