	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1166	1
2	60	13	1168	32
3	90	52	1074	121
4	120	89	935	255
5	150	107	811	377
6	180	119	753	443
7	210	122	747	461
8	240	136	745	470
9	270	187	688	499
10	300	235	602	552
11	330	273	551	580
12	360	282	541	593
13	390	283	554	597
14	420	289	567	602
15	450	318	551	607
16	480	359	516	623
17	510	390	487	634
18	540	403	475	643
19	570	408	486	630
20	600	408	503	552
21	630	432	495	419
22	660	476	448	296
23	690	513	413	229
24	720	525	411	210
25	750	531	419	201
26	780	531	425	186
27	810	539	430	129
28	840	572	409	99
29	870	595	397	89
30	900	621	383	89
31	930	630	384	87
32	960	633	393	86
33	990	634	404	73
34	1020	665	394	58
35	1050	698	373	52
36	1080	718	362	49
37	1110	726	355	50
38	1140	730	363	50
39	1170	730	376	45
40	1200	743	374	40
41	1230	788	340	31
42	1260	818	319	34
43	1290	827	327	33
44	1320	831	333	34
45	1350	834	339	33
46	1380	840	344	31
47	1410	864	332	25
48	1440	893	311	26
