	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	1	1166
2	60	22	12	1164
3	90	117	49	1064
4	120	243	87	936
5	150	344	113	851
6	180	412	140	784
7	210	449	149	768
8	240	457	152	783
9	270	462	152	814
10	300	465	160	827
11	330	482	215	778
12	360	509	272	719
13	390	547	318	661
14	420	574	365	600
15	450	592	383	583
16	480	601	383	596
17	510	603	385	617
18	540	604	385	632
19	570	591	402	637
20	600	522	474	571
21	630	415	516	538
22	660	306	550	514
23	690	240	574	509
24	720	206	583	516
25	750	191	585	542
26	780	186	585	551
27	810	185	586	565
28	840	176	627	550
29	870	152	676	513
30	900	133	731	457
31	930	105	762	430
32	960	92	773	430
33	990	87	777	438
34	1020	87	779	452
35	1050	86	779	471
36	1080	88	788	481
37	1110	81	836	440
38	1140	70	870	414
39	1170	71	897	390
40	1200	68	924	374
41	1230	64	930	385
42	1260	61	933	399
43	1290	62	934	406
44	1320	62	934	426
45	1350	64	941	425
46	1380	63	976	405
47	1410	54	1012	372
48	1440	53	1033	364
