	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1173	0	2
2	60	1171	12	30
3	90	1067	44	138
4	120	936	74	259
5	150	817	100	375
6	180	742	118	454
7	210	739	124	488
8	240	755	125	495
9	270	777	125	498
10	300	794	133	500
11	330	740	186	516
12	360	674	243	546
13	390	605	292	581
14	420	574	329	604
15	450	563	340	620
16	480	576	343	620
17	510	591	344	621
18	540	597	345	621
19	570	588	368	605
20	600	533	429	516
21	630	484	485	400
22	660	463	515	297
23	690	460	531	223
24	720	469	534	192
25	750	479	535	182
26	780	510	535	181
27	810	519	539	178
28	840	484	582	168
29	870	446	625	151
30	900	427	650	120
31	930	412	670	104
32	960	410	680	88
33	990	415	682	87
34	1020	427	682	88
35	1050	444	683	88
36	1080	447	698	84
37	1110	415	742	85
38	1140	392	778	77
39	1170	376	806	70
40	1200	373	820	58
41	1230	373	829	49
42	1260	384	829	47
43	1290	398	829	47
44	1320	408	831	48
45	1350	386	864	51
46	1380	360	903	47
47	1410	343	932	42
48	1440	331	952	42
