	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	1	1164
2	60	30	20	1152
3	90	137	65	1039
4	120	265	94	907
5	150	360	125	801
6	180	418	149	743
7	210	453	153	736
8	240	468	154	747
9	270	472	154	779
10	300	474	166	788
11	330	491	227	727
12	360	521	293	650
13	390	545	331	611
14	420	573	356	590
15	450	587	366	586
16	480	599	369	600
17	510	603	369	619
18	540	601	374	635
19	570	591	405	620
20	600	511	477	547
21	630	407	529	495
22	660	317	551	488
23	690	253	576	478
24	720	215	578	489
25	750	193	579	504
26	780	188	579	521
27	810	186	593	530
28	840	179	650	492
29	870	152	677	476
30	900	137	709	450
31	930	118	732	433
32	960	103	739	436
33	990	91	741	448
34	1020	86	741	470
35	1050	86	745	478
36	1080	85	771	462
37	1110	77	833	410
38	1140	61	862	386
39	1170	55	891	361
40	1200	51	901	360
41	1230	51	904	371
42	1260	50	906	377
43	1290	50	906	394
44	1320	50	914	402
45	1350	49	960	372
46	1380	45	991	345
47	1410	39	1007	340
48	1440	38	1025	330
