	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1161	0
2	60	23	1150	24
3	90	126	1057	43
4	120	263	924	71
5	150	362	814	103
6	180	426	754	126
7	210	462	734	132
8	240	470	746	133
9	270	471	766	133
10	300	474	795	133
11	330	474	819	133
12	360	475	855	133
13	390	480	875	133
14	420	484	894	133
15	450	485	912	133
16	480	486	940	133
17	510	489	964	133
18	540	488	1000	133
19	570	479	1018	133
20	600	404	989	191
21	630	286	829	364
22	660	210	681	492
23	690	170	589	580
24	720	169	513	634
25	750	172	505	646
26	780	177	517	647
27	810	174	535	647
28	840	175	546	647
29	870	175	562	647
30	900	172	579	647
31	930	169	596	647
32	960	169	616	647
33	990	168	629	647
34	1020	166	655	647
35	1050	166	682	647
36	1080	165	703	647
37	1110	164	717	647
38	1140	150	731	657
39	1170	118	663	752
40	1200	104	542	874
41	1230	91	483	940
42	1260	84	437	983
43	1290	87	419	1002
44	1320	88	424	1006
45	1350	87	441	1006
46	1380	86	459	1006
47	1410	85	484	1006
48	1440	85	499	1006
