	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1176	1
2	60	19	1165	23
3	90	50	1089	109
4	120	79	984	230
5	150	114	890	312
6	180	134	807	394
7	210	137	805	423
8	240	137	814	435
9	270	138	831	439
10	300	148	839	444
11	330	201	780	472
12	360	271	694	506
13	390	316	640	537
14	420	340	606	562
15	450	350	594	577
16	480	352	605	582
17	510	352	619	583
18	540	353	631	582
19	570	389	607	575
20	600	444	558	509
21	630	485	524	400
22	660	510	504	321
23	690	522	503	238
24	720	525	512	211
25	750	526	526	197
26	780	526	537	195
27	810	537	557	193
28	840	573	532	173
29	870	603	509	145
30	900	641	485	119
31	930	662	480	103
32	960	665	492	86
33	990	666	509	84
34	1020	666	524	82
35	1050	670	538	83
36	1080	705	514	83
37	1110	760	473	81
38	1140	804	440	81
39	1170	830	420	71
40	1200	839	423	63
41	1230	843	432	60
42	1260	844	440	58
43	1290	844	450	54
44	1320	854	450	54
45	1350	889	440	51
46	1380	933	408	50
47	1410	955	392	48
48	1440	968	392	45
