	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1173	0	3
2	60	1179	15	20
3	90	1079	51	120
4	120	958	80	248
5	150	835	113	370
6	180	754	142	448
7	210	726	150	483
8	240	746	150	494
9	270	774	150	499
10	300	800	150	499
11	330	819	150	503
12	360	841	150	506
13	390	865	150	508
14	420	890	150	510
15	450	926	150	510
16	480	952	150	511
17	510	988	150	511
18	540	1025	150	510
19	570	1050	150	501
20	600	1026	205	425
21	630	898	341	315
22	660	720	480	251
23	690	616	557	220
24	720	546	610	212
25	750	521	633	211
26	780	534	634	209
27	810	549	635	211
28	840	572	635	210
29	870	582	635	209
30	900	597	635	206
31	930	619	635	205
32	960	638	635	205
33	990	661	635	208
34	1020	685	635	208
35	1050	717	635	207
36	1080	743	635	209
37	1110	771	635	209
38	1140	787	641	187
39	1170	689	750	141
40	1200	555	880	109
41	1230	460	969	97
42	1260	417	1024	82
43	1290	405	1050	83
44	1320	413	1055	84
45	1350	424	1055	85
46	1380	444	1055	82
47	1410	463	1055	82
48	1440	486	1055	81
