	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1161
2	60	9	23	1170
3	90	46	121	1071
4	120	78	247	934
5	150	101	338	842
6	180	126	404	771
7	210	132	451	745
8	240	136	456	763
9	270	136	458	794
10	300	154	462	792
11	330	208	491	731
12	360	268	529	662
13	390	319	564	594
14	420	343	590	562
15	450	351	603	562
16	480	352	607	582
17	510	352	611	597
18	540	353	611	608
19	570	384	598	587
20	600	450	532	521
21	630	493	422	487
22	660	528	322	466
23	690	543	260	464
24	720	546	211	478
25	750	546	200	492
26	780	546	196	506
27	810	559	196	506
28	840	593	178	481
29	870	645	148	439
30	900	673	119	422
31	930	700	97	412
32	960	703	82	423
33	990	703	78	441
34	1020	703	74	459
35	1050	704	74	469
36	1080	745	72	445
37	1110	786	65	413
38	1140	818	59	385
39	1170	839	59	381
40	1200	844	57	385
41	1230	844	52	393
42	1260	845	50	404
43	1290	845	50	421
44	1320	860	50	421
45	1350	898	51	394
46	1380	942	47	367
47	1410	971	43	341
48	1440	991	38	329
