	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	1	0
2	60	1165	31	10
3	90	1079	130	33
4	120	935	272	67
5	150	829	370	95
6	180	771	433	112
7	210	755	470	120
8	240	763	474	120
9	270	776	480	120
10	300	793	481	120
11	330	813	481	121
12	360	790	487	159
13	390	710	516	242
14	420	626	562	306
15	450	574	585	355
16	480	552	601	389
17	510	562	609	394
18	540	577	613	395
19	570	597	603	395
20	600	628	510	395
21	630	644	369	395
22	660	629	271	427
23	690	560	209	510
24	720	503	179	575
25	750	467	181	614
26	780	447	182	643
27	810	452	183	650
28	840	460	185	654
29	870	480	185	654
30	900	493	158	654
31	930	508	116	654
32	960	517	89	667
33	990	477	74	724
34	1020	430	71	783
35	1050	397	69	828
36	1080	384	70	849
37	1110	384	73	860
38	1140	387	76	866
39	1170	396	72	866
40	1200	415	63	866
41	1230	432	53	866
42	1260	428	48	874
43	1290	402	43	918
44	1320	357	49	974
45	1350	343	47	1003
46	1380	330	49	1025
47	1410	329	47	1033
48	1440	340	47	1034
