	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1175	0	0
2	60	1175	26	18
3	90	1064	141	43
4	120	958	248	78
5	150	862	359	104
6	180	774	440	129
7	210	765	476	132
8	240	786	480	132
9	270	789	487	148
10	300	717	526	215
11	330	655	568	263
12	360	607	600	301
13	390	579	629	326
14	420	577	639	338
15	450	598	640	338
16	480	607	640	348
17	510	595	645	381
18	540	557	657	423
19	570	515	657	465
20	600	503	574	483
21	630	517	459	491
22	660	526	337	492
23	690	544	257	492
24	720	531	212	520
25	750	505	211	571
26	780	478	217	602
27	810	463	192	630
28	840	471	151	639
29	870	491	120	645
30	900	516	93	647
31	930	518	80	669
32	960	486	80	714
33	990	446	87	759
34	1020	435	85	789
35	1050	441	77	798
36	1080	451	66	802
37	1110	474	55	802
38	1140	479	50	806
39	1170	448	50	851
40	1200	422	52	882
41	1230	403	57	905
42	1260	397	55	920
43	1290	395	48	927
44	1320	404	42	927
45	1350	430	36	929
46	1380	426	37	952
47	1410	391	42	992
48	1440	369	49	1022
