	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1177	0
2	60	26	1170	12
3	90	130	1071	46
4	120	248	942	87
5	150	360	821	124
6	180	421	755	158
7	210	450	741	162
8	240	457	758	163
9	270	461	783	163
10	300	467	797	170
11	330	484	730	243
12	360	530	630	315
13	390	574	567	359
14	420	598	527	392
15	450	604	531	401
16	480	607	553	403
17	510	610	568	403
18	540	613	578	404
19	570	600	565	436
20	600	524	523	484
21	630	410	487	532
22	660	308	477	555
23	690	241	477	566
24	720	210	477	569
25	750	206	494	570
26	780	202	506	570
27	810	199	509	582
28	840	191	473	625
29	870	160	451	652
30	900	118	442	676
31	930	104	420	697
32	960	94	426	703
33	990	91	433	704
34	1020	90	450	704
35	1050	88	464	707
36	1080	85	445	741
37	1110	84	422	784
38	1140	81	400	812
39	1170	74	389	837
40	1200	67	387	845
41	1230	63	393	846
42	1260	61	405	846
43	1290	61	422	846
44	1320	59	424	854
45	1350	55	392	894
46	1380	53	374	927
47	1410	50	364	950
48	1440	41	365	958
