	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1175	5
2	60	16	1165	34
3	90	53	1063	135
4	120	78	931	260
5	150	109	827	367
6	180	131	747	446
7	210	134	732	483
8	240	135	741	496
9	270	135	765	501
10	300	135	790	503
11	330	135	809	503
12	360	135	831	503
13	390	135	848	504
14	420	139	866	504
15	450	209	812	515
16	480	317	687	550
17	510	401	584	587
18	540	453	519	612
19	570	486	485	612
20	600	488	493	533
21	630	490	496	413
22	660	491	504	297
23	690	491	519	210
24	720	491	535	172
25	750	491	550	154
26	780	491	575	151
27	810	491	598	148
28	840	534	575	151
29	870	605	502	166
30	900	668	436	180
31	930	704	402	191
32	960	720	400	190
33	990	727	402	161
34	1020	728	412	130
35	1050	729	424	94
36	1080	729	428	74
37	1110	729	446	66
38	1140	729	464	61
39	1170	729	476	60
40	1200	731	499	60
41	1230	763	487	59
42	1260	824	430	67
43	1290	884	379	71
44	1320	928	341	80
45	1350	946	327	81
46	1380	950	344	70
47	1410	951	357	57
48	1440	951	363	46
