	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1171	2	0
2	60	1164	40	11
3	90	1055	151	42
4	120	924	292	69
5	150	819	389	102
6	180	759	449	123
7	210	746	480	134
8	240	753	487	137
9	270	778	491	137
10	300	798	493	139
11	330	785	501	162
12	360	734	523	227
13	390	682	550	284
14	420	614	590	333
15	450	588	609	355
16	480	592	627	367
17	510	599	631	367
18	540	621	631	367
19	570	644	608	367
20	600	636	516	390
21	630	588	371	449
22	660	543	291	501
23	690	509	235	543
24	720	501	205	562
25	750	504	198	572
26	780	518	195	574
27	810	527	196	574
28	840	547	192	574
29	870	553	175	589
30	900	499	153	651
31	930	467	121	691
32	960	444	100	721
33	990	434	89	746
34	1020	429	81	760
35	1050	436	81	762
36	1080	453	78	762
37	1110	466	79	762
38	1140	468	75	774
39	1170	418	63	832
40	1200	380	58	877
41	1230	367	53	900
42	1260	354	49	917
43	1290	352	50	928
44	1320	365	47	930
45	1350	377	47	930
46	1380	390	46	930
47	1410	396	42	937
48	1440	360	41	982
