	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1162	0
2	60	34	1159	10
3	90	149	1046	44
4	120	264	919	77
5	150	353	826	110
6	180	418	770	122
7	210	450	751	135
8	240	485	701	166
9	270	507	653	206
10	300	537	615	230
11	330	569	579	248
12	360	582	579	254
13	390	591	576	269
14	420	596	561	298
15	450	610	533	327
16	480	615	525	348
17	510	620	531	356
18	540	623	528	365
19	570	610	512	394
20	600	519	500	419
21	630	397	494	440
22	660	309	477	458
23	690	242	491	462
24	720	209	499	476
25	750	176	493	505
26	780	154	490	529
27	810	130	475	556
28	840	103	485	562
29	870	85	493	571
30	900	84	481	593
31	930	82	471	617
32	960	69	461	634
33	990	69	456	651
34	1020	67	465	653
35	1050	62	458	671
36	1080	61	448	691
37	1110	54	444	710
38	1140	56	434	728
39	1170	50	439	733
40	1200	47	452	737
41	1230	47	435	762
42	1260	50	423	784
43	1290	51	419	795
44	1320	52	420	808
45	1350	48	432	811
46	1380	46	423	836
47	1410	42	422	855
48	1440	39	421	875
