	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1173
2	60	38	15	1170
3	90	131	47	1081
4	120	248	81	957
5	150	361	107	838
6	180	441	132	769
7	210	489	143	729
8	240	503	144	745
9	270	507	152	758
10	300	524	202	719
11	330	555	260	656
12	360	580	300	605
13	390	604	323	577
14	420	615	331	578
15	450	618	336	595
16	480	621	337	619
17	510	624	363	610
18	540	632	419	568
19	570	637	459	521
20	600	566	476	503
21	630	446	489	500
22	660	343	494	509
23	690	267	494	519
24	720	204	496	529
25	750	191	530	507
26	780	191	566	476
27	810	194	597	452
28	840	164	610	447
29	870	144	620	447
30	900	116	621	459
31	930	106	621	473
32	960	102	641	473
33	990	100	684	442
34	1020	99	715	428
35	1050	90	741	413
36	1080	71	753	417
37	1110	56	765	415
38	1140	50	767	434
39	1170	46	769	440
40	1200	48	789	432
41	1230	49	818	411
42	1260	50	843	389
43	1290	48	861	381
44	1320	36	869	386
45	1350	31	869	395
46	1380	28	869	407
47	1410	29	880	407
48	1440	34	904	387
