	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	2	1174	1
2	60	13	1160	28
3	90	49	1066	119
4	120	77	980	211
5	150	112	865	324
6	180	137	791	403
7	210	142	762	446
8	240	143	760	464
9	270	143	777	466
10	300	143	797	466
11	330	143	814	467
12	360	143	832	471
13	390	143	854	471
14	420	143	881	473
15	450	143	910	473
16	480	143	937	474
17	510	143	958	477
18	540	143	982	478
19	570	162	990	467
20	600	275	884	413
21	630	390	752	358
22	660	467	652	295
23	690	520	577	240
24	720	552	544	208
25	750	557	559	187
26	780	557	585	188
27	810	557	613	188
28	840	557	631	187
29	870	557	649	185
30	900	557	677	185
31	930	557	705	185
32	960	557	726	186
33	990	557	745	185
34	1020	557	753	183
35	1050	557	774	184
36	1080	558	795	185
37	1110	607	767	173
38	1140	742	641	147
39	1170	825	557	123
40	1200	886	491	104
41	1230	931	456	90
42	1260	941	453	91
43	1290	942	460	90
44	1320	942	476	92
45	1350	942	489	92
46	1380	942	507	91
47	1410	942	521	90
48	1440	942	536	88
