	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1170	1	0
2	60	1169	10	30
3	90	1073	43	131
4	120	968	58	262
5	150	819	100	392
6	180	755	114	470
7	210	759	118	496
8	240	780	118	501
9	270	798	118	502
10	300	802	133	506
11	330	754	202	522
12	360	693	254	555
13	390	640	290	591
14	420	589	318	630
15	450	581	327	646
16	480	588	328	654
17	510	598	328	655
18	540	620	331	655
19	570	586	369	643
20	600	540	426	561
21	630	505	462	439
22	660	474	500	312
23	690	460	517	236
24	720	474	521	207
25	750	488	521	197
26	780	504	521	197
27	810	519	526	196
28	840	508	556	185
29	870	461	610	170
30	900	436	645	131
31	930	398	680	108
32	960	410	688	92
33	990	419	690	82
34	1020	430	690	81
35	1050	444	692	81
36	1080	429	721	79
37	1110	394	767	77
38	1140	362	804	73
39	1170	359	824	71
40	1200	363	834	62
41	1230	367	837	58
42	1260	380	837	59
43	1290	388	837	58
44	1320	393	843	58
45	1350	357	886	58
46	1380	340	919	51
47	1410	316	941	54
48	1440	307	964	42
