	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1166
2	60	14	31	1156
3	90	35	143	1060
4	120	72	271	920
5	150	96	362	835
6	180	113	434	776
7	210	121	470	762
8	240	121	479	781
9	270	131	481	795
10	300	169	498	766
11	330	226	550	683
12	360	271	582	623
13	390	289	608	603
14	420	298	627	596
15	450	299	632	601
16	480	300	633	620
17	510	325	640	603
18	540	379	657	560
19	570	413	644	536
20	600	439	557	524
21	630	459	419	522
22	660	465	327	533
23	690	465	257	544
24	720	475	216	552
25	750	524	205	526
26	780	557	214	498
27	810	582	212	489
28	840	602	171	475
29	870	607	129	481
30	900	608	110	498
31	930	608	86	516
32	960	627	83	517
33	990	675	87	481
34	1020	719	89	444
35	1050	741	76	430
36	1080	757	68	424
37	1110	759	62	440
38	1140	760	56	455
39	1170	773	57	450
40	1200	808	57	427
41	1230	837	59	417
42	1260	857	61	410
43	1290	874	53	404
44	1320	877	44	412
45	1350	878	41	429
46	1380	880	42	443
47	1410	907	41	429
48	1440	946	43	396
