	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1167
2	60	26	16	1157
3	90	112	46	1077
4	120	251	76	931
5	150	361	113	810
6	180	424	140	741
7	210	455	150	724
8	240	465	150	738
9	270	466	150	757
10	300	466	156	766
11	330	487	209	721
12	360	522	270	651
13	390	551	306	614
14	420	582	332	584
15	450	600	347	568
16	480	607	349	577
17	510	611	349	598
18	540	611	349	622
19	570	598	370	620
20	600	542	415	583
21	630	424	456	541
22	660	308	489	520
23	690	249	509	501
24	720	211	518	516
25	750	200	518	547
26	780	198	519	569
27	810	199	522	592
28	840	185	559	570
29	870	159	623	520
30	900	138	666	491
31	930	114	695	465
32	960	99	705	467
33	990	91	706	475
34	1020	88	706	496
35	1050	89	706	510
36	1080	87	713	518
37	1110	80	772	475
38	1140	64	823	437
39	1170	62	852	416
40	1200	60	879	396
41	1230	62	889	395
42	1260	61	889	413
43	1290	60	889	434
44	1320	61	889	446
45	1350	63	912	437
46	1380	60	963	400
47	1410	58	999	377
48	1440	51	1025	361
