	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1181	1
2	60	14	1198	16
3	90	45	1139	87
4	120	72	1022	218
5	150	106	924	327
6	180	132	841	407
7	210	135	836	450
8	240	136	853	456
9	270	173	831	467
10	300	228	760	504
11	330	263	724	543
12	360	313	674	557
13	390	329	647	578
14	420	333	653	585
15	450	336	670	589
16	480	373	656	595
17	510	412	627	603
18	540	442	606	619
19	570	470	589	616
20	600	482	593	561
21	630	484	610	445
22	660	490	628	337
23	690	527	598	246
24	720	578	556	207
25	750	628	516	204
26	780	650	499	207
27	810	665	504	180
28	840	667	516	139
29	870	671	529	123
30	900	710	521	104
31	930	754	490	99
32	960	781	472	96
33	990	806	466	94
34	1020	810	475	86
35	1050	811	485	69
36	1080	820	490	62
37	1110	851	473	58
38	1140	883	458	54
39	1170	910	447	58
40	1200	926	446	53
41	1230	929	464	50
42	1260	931	477	42
43	1290	943	478	31
44	1320	973	455	33
45	1350	997	439	35
46	1380	1018	427	37
47	1410	1032	429	39
48	1440	1036	436	42
