	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	1	1164
2	60	30	15	1155
3	90	160	49	1023
4	120	289	78	891
5	150	377	98	821
6	180	447	120	753
7	210	482	124	743
8	240	488	124	768
9	270	492	139	782
10	300	517	184	741
11	330	550	233	686
12	360	578	266	638
13	390	599	290	602
14	420	608	295	608
15	450	610	296	632
16	480	612	299	652
17	510	615	354	615
18	540	631	404	569
19	570	624	433	547
20	600	520	454	531
21	630	387	470	527
22	660	288	472	544
23	690	226	474	557
24	720	186	499	541
25	750	177	532	515
26	780	181	567	494
27	810	165	597	484
28	840	133	608	496
29	870	103	610	506
30	900	87	612	514
31	930	74	622	520
32	960	75	658	502
33	990	79	686	483
34	1020	78	717	470
35	1050	65	730	469
36	1080	55	733	486
37	1110	46	735	499
38	1140	43	745	501
39	1170	43	785	482
40	1200	46	828	453
41	1230	48	849	452
42	1260	50	871	442
43	1290	44	879	446
44	1320	43	879	455
45	1350	38	881	470
46	1380	37	919	450
47	1410	39	954	427
48	1440	41	976	412
