	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1176	4
2	60	15	1178	33
3	90	44	1090	127
4	120	83	967	251
5	150	110	867	359
6	180	132	796	430
7	210	139	781	463
8	240	141	785	475
9	270	141	812	477
10	300	153	823	480
11	330	219	752	503
12	360	275	676	544
13	390	328	615	577
14	420	358	583	599
15	450	369	584	611
16	480	371	600	613
17	510	371	614	614
18	540	373	639	612
19	570	405	618	601
20	600	458	577	521
21	630	501	533	411
22	660	538	503	311
23	690	548	504	245
24	720	550	516	210
25	750	550	535	193
26	780	550	552	188
27	810	561	562	186
28	840	608	525	176
29	870	648	504	141
30	900	676	483	117
31	930	693	480	94
32	960	702	486	81
33	990	702	505	78
34	1020	702	520	79
35	1050	703	543	79
36	1080	737	523	79
37	1110	802	468	78
38	1140	842	437	66
39	1170	872	426	61
40	1200	880	421	59
41	1230	880	431	57
42	1260	880	445	59
43	1290	880	460	59
44	1320	894	462	58
45	1350	929	439	55
46	1380	977	400	60
47	1410	1005	383	54
48	1440	1023	379	50
