	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1174	4
2	60	18	1161	34
3	90	52	1065	130
4	120	89	939	253
5	150	120	815	374
6	180	143	763	431
7	210	145	758	461
8	240	145	771	468
9	270	145	799	469
10	300	146	826	469
11	330	192	786	482
12	360	258	719	519
13	390	310	654	552
14	420	342	612	585
15	450	356	597	604
16	480	360	601	608
17	510	360	617	608
18	540	360	636	609
19	570	367	639	595
20	600	426	605	518
21	630	496	550	399
22	660	547	512	286
23	690	577	486	228
24	720	591	484	199
25	750	592	497	194
26	780	592	512	194
27	810	592	534	194
28	840	599	544	186
29	870	653	512	162
30	900	698	481	130
31	930	745	454	103
32	960	763	452	83
33	990	768	457	78
34	1020	768	472	78
35	1050	768	485	80
36	1080	768	514	74
37	1110	776	523	73
38	1140	841	483	61
39	1170	901	432	59
40	1200	933	407	51
41	1230	951	399	47
42	1260	954	410	47
43	1290	955	421	46
44	1320	955	442	46
45	1350	955	455	49
46	1380	961	463	42
47	1410	1015	420	44
48	1440	1062	383	46
