	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	1	1170
2	60	36	14	1166
3	90	125	39	1095
4	120	251	75	963
5	150	354	109	851
6	180	427	134	777
7	210	467	139	754
8	240	474	140	772
9	270	477	140	799
10	300	482	156	818
11	330	502	227	750
12	360	550	287	659
13	390	586	332	598
14	420	607	356	579
15	450	624	366	575
16	480	629	367	585
17	510	631	367	601
18	540	631	369	624
19	570	613	404	608
20	600	540	472	553
21	630	419	517	513
22	660	322	549	487
23	690	249	562	495
24	720	204	565	499
25	750	194	565	514
26	780	192	565	523
27	810	191	576	527
28	840	179	632	482
29	870	148	672	447
30	900	110	696	424
31	930	94	710	418
32	960	79	716	422
33	990	72	716	436
34	1020	71	716	447
35	1050	72	717	464
36	1080	70	751	450
37	1110	70	799	409
38	1140	71	825	386
39	1170	62	844	373
40	1200	69	852	367
41	1230	67	855	373
42	1260	66	855	387
43	1290	66	855	400
44	1320	66	867	398
45	1350	65	912	362
46	1380	58	941	334
47	1410	59	963	320
48	1440	54	981	318
