	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1184	2	0
2	60	1174	32	12
3	90	1068	144	40
4	120	957	261	64
5	150	842	375	95
6	180	754	451	129
7	210	739	483	135
8	240	757	488	136
9	270	775	488	136
10	300	793	490	136
11	330	771	491	180
12	360	706	509	255
13	390	651	545	306
14	420	592	586	345
15	450	571	602	371
16	480	570	612	377
17	510	576	618	378
18	540	591	617	378
19	570	607	600	378
20	600	610	508	398
21	630	573	390	446
22	660	536	288	494
23	690	519	211	524
24	720	503	175	546
25	750	512	171	556
26	780	540	172	557
27	810	554	170	557
28	840	563	171	557
29	870	574	157	564
30	900	541	134	610
31	930	503	96	663
32	960	485	82	695
33	990	481	70	714
34	1020	478	64	724
35	1050	492	65	727
36	1080	508	64	727
37	1110	530	66	727
38	1140	543	56	731
39	1170	522	50	778
40	1200	484	48	833
41	1230	449	48	872
42	1260	430	49	897
43	1290	423	52	913
44	1320	420	57	916
45	1350	429	57	918
46	1380	442	59	918
47	1410	458	56	918
48	1440	450	52	941
