	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1176	22	10
3	90	1094	114	33
4	120	962	254	62
5	150	850	360	89
6	180	790	429	108
7	210	783	464	115
8	240	808	468	115
9	270	827	470	118
10	300	783	485	168
11	330	725	511	231
12	360	669	547	272
13	390	618	573	315
14	420	620	582	330
15	450	631	590	335
16	480	649	593	335
17	510	662	595	338
18	540	625	599	389
19	570	570	595	446
20	600	544	537	483
21	630	500	411	523
22	660	503	293	531
23	690	514	219	531
24	720	530	184	531
25	750	521	175	549
26	780	487	176	589
27	810	461	173	626
28	840	438	153	666
29	870	436	125	684
30	900	437	97	692
31	930	444	90	692
32	960	455	83	692
33	990	460	79	706
34	1020	420	80	758
35	1050	393	85	796
36	1080	376	80	822
37	1110	369	69	837
38	1140	371	59	842
39	1170	376	57	842
40	1200	394	55	842
41	1230	388	55	858
42	1260	368	56	890
43	1290	343	61	920
44	1320	323	58	953
45	1350	317	52	963
46	1380	325	49	963
47	1410	332	46	963
48	1440	337	45	965
