	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1181	2	0
2	60	1160	29	19
3	90	1072	127	43
4	120	934	251	86
5	150	853	350	111
6	180	779	431	131
7	210	770	466	136
8	240	783	474	138
9	270	759	486	170
10	300	697	512	225
11	330	639	548	266
12	360	612	573	298
13	390	610	592	310
14	420	630	597	311
15	450	646	598	317
16	480	623	602	348
17	510	581	613	397
18	540	551	622	435
19	570	544	612	455
20	600	551	530	467
21	630	556	399	469
22	660	572	301	473
23	690	559	226	504
24	720	524	191	546
25	750	496	187	582
26	780	484	185	606
27	810	491	164	610
28	840	516	129	610
29	870	519	102	617
30	900	502	87	647
31	930	475	84	683
32	960	454	87	711
33	990	440	90	727
34	1020	450	84	731
35	1050	471	73	731
36	1080	483	68	738
37	1110	472	65	769
38	1140	443	69	805
39	1170	428	70	827
40	1200	431	68	843
41	1230	442	60	845
42	1260	453	52	847
43	1290	461	47	858
44	1320	437	44	891
45	1350	412	50	924
46	1380	393	51	952
47	1410	386	49	968
48	1440	395	45	969
