	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	0	1180
2	60	13	33	1171
3	90	48	124	1076
4	120	84	255	941
5	150	111	385	813
6	180	129	447	751
7	210	138	480	735
8	240	138	489	750
9	270	138	499	774
10	300	157	503	764
11	330	211	521	715
12	360	261	559	657
13	390	308	592	593
14	420	333	617	566
15	450	341	635	568
16	480	347	640	571
17	510	347	642	593
18	540	348	642	621
19	570	380	627	600
20	600	438	555	553
21	630	480	440	518
22	660	512	313	502
23	690	525	247	508
24	720	527	209	516
25	750	528	200	528
26	780	529	194	540
27	810	547	188	544
28	840	585	177	523
29	870	634	145	491
30	900	663	119	473
31	930	689	95	458
32	960	700	82	464
33	990	702	72	485
34	1020	702	73	506
35	1050	704	73	524
36	1080	747	69	491
37	1110	799	64	452
38	1140	848	57	413
39	1170	877	52	389
40	1200	883	48	393
41	1230	884	48	407
42	1260	884	47	418
43	1290	885	46	440
44	1320	902	47	450
45	1350	953	45	415
46	1380	982	42	398
47	1410	1005	40	390
48	1440	1015	39	386
