	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1183	1	1
2	60	1175	14	24
3	90	1079	43	130
4	120	941	76	259
5	150	828	115	353
6	180	761	135	423
7	210	736	141	467
8	240	753	141	472
9	270	780	141	473
10	300	804	141	475
11	330	812	162	481
12	360	758	225	508
13	390	657	303	553
14	420	603	345	587
15	450	576	381	610
16	480	570	393	623
17	510	577	393	629
18	540	592	393	630
19	570	604	394	617
20	600	615	404	526
21	630	571	449	420
22	660	505	508	327
23	690	479	543	261
24	720	464	565	228
25	750	455	577	223
26	780	464	579	226
27	810	479	579	225
28	840	494	579	221
29	870	523	580	199
30	900	491	624	156
31	930	447	679	130
32	960	432	703	108
33	990	408	732	98
34	1020	408	747	94
35	1050	416	747	92
36	1080	425	747	91
37	1110	436	747	89
38	1140	449	747	82
39	1170	447	767	62
40	1200	434	802	51
41	1230	395	843	43
42	1260	379	870	40
43	1290	376	880	37
44	1320	380	887	37
45	1350	394	887	37
46	1380	410	887	37
47	1410	423	887	35
48	1440	424	900	27
