	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1172	1	0
2	60	1164	29	10
3	90	1080	120	34
4	120	951	249	63
5	150	856	344	93
6	180	795	416	110
7	210	767	460	116
8	240	778	471	116
9	270	798	476	116
10	300	818	478	116
11	330	840	478	116
12	360	872	480	116
13	390	908	481	116
14	420	933	483	118
15	450	891	489	182
16	480	772	529	289
17	510	663	563	385
18	540	600	600	427
19	570	559	609	463
20	600	563	530	471
21	630	575	408	473
22	660	593	315	473
23	690	617	236	473
24	720	639	185	473
25	750	665	171	473
26	780	680	165	473
27	810	702	164	476
28	840	677	168	527
29	870	578	176	637
30	900	522	183	704
31	930	492	190	748
32	960	471	191	781
33	990	472	166	788
34	1020	473	133	790
35	1050	491	103	791
36	1080	506	71	791
37	1110	519	63	791
38	1140	532	56	791
39	1170	546	57	791
40	1200	562	59	792
41	1230	526	61	834
42	1260	450	65	916
43	1290	403	72	972
44	1320	387	74	1006
45	1350	385	71	1026
46	1380	390	67	1029
47	1410	410	63	1029
48	1440	433	55	1029
