	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1164	1	1
2	60	1150	17	32
3	90	1032	58	144
4	120	906	90	260
5	150	823	117	358
6	180	751	146	427
7	210	732	153	466
8	240	740	154	473
9	270	762	155	475
10	300	774	165	476
11	330	708	222	501
12	360	638	269	538
13	390	593	302	568
14	420	562	328	595
15	450	561	339	607
16	480	583	340	612
17	510	602	340	613
18	540	622	340	612
19	570	609	367	599
20	600	565	420	513
21	630	523	463	405
22	660	505	493	309
23	690	500	510	245
24	720	496	519	201
25	750	505	520	193
26	780	522	520	190
27	810	532	531	188
28	840	502	574	179
29	870	466	621	148
30	900	430	668	119
31	930	423	686	92
32	960	413	700	82
33	990	423	703	75
34	1020	429	704	75
35	1050	438	704	77
36	1080	420	731	77
37	1110	390	770	71
38	1140	368	797	63
39	1170	358	815	58
40	1200	362	825	51
41	1230	382	826	45
42	1260	390	826	47
43	1290	405	826	49
44	1320	407	831	50
45	1350	397	860	49
46	1380	363	901	43
47	1410	362	914	43
48	1440	350	935	40
