	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	1	1167
2	60	19	31	1161
3	90	46	147	1059
4	120	69	252	972
5	150	96	380	842
6	180	113	449	781
7	210	119	488	761
8	240	121	500	771
9	270	122	508	784
10	300	122	508	809
11	330	126	509	829
12	360	180	521	788
13	390	274	560	680
14	420	331	602	600
15	450	355	628	572
16	480	370	662	545
17	510	375	669	551
18	540	375	671	563
19	570	375	655	584
20	600	375	552	602
21	630	384	445	604
22	660	435	321	565
23	690	503	250	506
24	720	532	218	484
25	750	558	211	465
26	780	572	211	467
27	810	574	213	478
28	840	575	213	489
29	870	575	204	501
30	900	575	172	516
31	930	584	127	525
32	960	631	105	486
33	990	708	78	414
34	1020	747	77	376
35	1050	774	79	355
36	1080	781	79	358
37	1110	783	81	366
38	1140	783	80	373
39	1170	783	77	389
40	1200	783	68	400
41	1230	795	57	408
42	1260	843	49	370
43	1290	894	47	320
44	1320	917	47	303
45	1350	931	47	300
46	1380	933	50	303
47	1410	933	53	312
48	1440	933	52	318
