	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1176
2	60	30	6	1185
3	90	136	50	1062
4	120	281	85	912
5	150	379	124	816
6	180	451	153	736
7	210	499	163	696
8	240	517	163	700
9	270	520	163	720
10	300	521	163	747
11	330	521	163	772
12	360	523	163	793
13	390	523	163	819
14	420	523	163	846
15	450	523	163	877
16	480	525	163	891
17	510	526	163	915
18	540	525	163	952
19	570	510	168	970
20	600	427	256	907
21	630	345	387	742
22	660	275	498	607
23	690	220	554	544
24	720	189	603	501
25	750	175	613	508
26	780	170	614	530
27	810	170	614	546
28	840	169	615	562
29	870	167	615	577
30	900	168	615	582
31	930	168	615	596
32	960	168	615	612
33	990	166	615	634
34	1020	165	615	656
35	1050	165	615	683
36	1080	165	615	700
37	1110	161	618	717
38	1140	112	707	640
39	1170	83	837	513
40	1200	71	911	443
41	1230	58	962	399
42	1260	59	980	384
43	1290	60	986	386
44	1320	61	987	399
45	1350	63	987	408
46	1380	64	987	423
47	1410	64	987	442
48	1440	67	987	449
