	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	4	1
2	60	1155	33	17
3	90	1060	135	44
4	120	926	247	91
5	150	808	355	128
6	180	736	429	152
7	210	733	460	153
8	240	750	468	154
9	270	768	474	154
10	300	793	477	154
11	330	823	480	154
12	360	850	481	154
13	390	875	482	154
14	420	897	483	154
15	450	921	484	154
16	480	943	487	154
17	510	984	487	154
18	540	1021	487	154
19	570	1039	467	156
20	600	1035	383	200
21	630	881	294	350
22	660	710	243	495
23	690	595	199	590
24	720	538	188	639
25	750	529	193	653
26	780	537	191	654
27	810	572	189	654
28	840	594	185	654
29	870	613	184	654
30	900	628	184	654
31	930	643	183	654
32	960	666	182	654
33	990	680	180	654
34	1020	707	181	654
35	1050	720	180	654
36	1080	745	182	654
37	1110	766	182	654
38	1140	789	161	658
39	1170	692	120	767
40	1200	592	93	880
41	1230	485	99	963
42	1260	429	97	1009
43	1290	405	93	1035
44	1320	415	96	1036
45	1350	422	98	1036
46	1380	433	99	1036
47	1410	444	100	1036
48	1440	459	100	1036
