	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1164	1	1
2	60	1159	23	15
3	90	1064	126	44
4	120	948	243	76
5	150	846	341	105
6	180	774	412	127
7	210	764	439	136
8	240	782	446	136
9	270	801	448	136
10	300	817	452	140
11	330	774	467	191
12	360	702	496	255
13	390	642	531	308
14	420	559	575	366
15	450	544	588	386
16	480	553	592	392
17	510	570	593	392
18	540	594	593	392
19	570	600	585	405
20	600	558	502	452
21	630	511	381	515
22	660	474	292	555
23	690	453	233	576
24	720	456	203	581
25	750	470	194	582
26	780	482	191	582
27	810	496	189	582
28	840	488	178	601
29	870	454	154	642
30	900	416	127	688
31	930	396	92	713
32	960	393	77	725
33	990	400	72	735
34	1020	414	71	738
35	1050	433	71	738
36	1080	448	70	739
37	1110	437	63	755
38	1140	399	64	798
39	1170	384	56	824
40	1200	370	46	843
41	1230	363	47	855
42	1260	367	45	862
43	1290	385	46	863
44	1320	400	45	863
45	1350	412	45	863
46	1380	407	44	886
47	1410	380	41	924
48	1440	352	37	959
