	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1162
2	60	6	25	1173
3	90	36	123	1084
4	120	68	262	940
5	150	95	351	850
6	180	115	423	780
7	210	118	452	771
8	240	118	456	791
9	270	135	461	795
10	300	206	480	727
11	330	258	508	669
12	360	301	543	606
13	390	318	567	591
14	420	326	579	586
15	450	327	582	596
16	480	331	585	621
17	510	374	594	590
18	540	419	610	546
19	570	457	607	514
20	600	478	535	495
21	630	486	401	503
22	660	488	312	535
23	690	489	226	552
24	720	522	192	540
25	750	565	193	501
26	780	606	203	471
27	810	636	195	444
28	840	642	169	453
29	870	645	132	465
30	900	646	113	487
31	930	658	100	488
32	960	700	99	462
33	990	729	103	440
34	1020	754	101	432
35	1050	771	92	426
36	1080	780	75	436
37	1110	780	66	442
38	1140	784	61	448
39	1170	814	62	429
40	1200	848	64	404
41	1230	872	67	384
42	1260	885	66	375
43	1290	889	56	379
44	1320	890	48	389
45	1350	891	44	405
46	1380	911	43	394
47	1410	948	46	370
48	1440	976	47	352
