	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	4	1163	2
2	60	31	1162	9
3	90	144	1049	35
4	120	265	929	67
5	150	349	842	99
6	180	433	763	118
7	210	462	744	131
8	240	474	745	134
9	270	476	768	134
10	300	478	774	146
11	330	493	725	215
12	360	522	665	277
13	390	558	615	309
14	420	593	576	335
15	450	609	574	345
16	480	613	586	345
17	510	614	604	345
18	540	615	616	347
19	570	599	586	394
20	600	515	555	437
21	630	401	505	492
22	660	319	486	523
23	690	235	472	539
24	720	199	483	541
25	750	188	497	543
26	780	185	508	543
27	810	184	503	563
28	840	175	457	617
29	870	153	426	654
30	900	120	413	675
31	930	91	404	694
32	960	72	411	701
33	990	66	423	702
34	1020	66	431	703
35	1050	62	442	703
36	1080	63	438	725
37	1110	56	412	762
38	1140	51	394	793
39	1170	46	374	823
40	1200	38	377	836
41	1230	38	379	839
42	1260	35	395	841
43	1290	36	404	841
44	1320	38	411	856
45	1350	38	374	899
46	1380	35	342	939
47	1410	37	324	961
48	1440	38	311	973
