	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1159	1	3
2	60	1147	11	31
3	90	1043	31	140
4	120	939	59	247
5	150	830	93	352
6	180	748	119	427
7	210	727	125	464
8	240	741	125	481
9	270	761	125	481
10	300	791	125	482
11	330	823	125	485
12	360	848	125	485
13	390	886	125	486
14	420	910	125	486
15	450	952	125	487
16	480	977	125	487
17	510	1008	125	492
18	540	1041	125	494
19	570	1069	125	480
20	600	1037	175	387
21	630	878	335	301
22	660	739	466	242
23	690	633	553	203
24	720	581	595	191
25	750	566	610	184
26	780	574	611	185
27	810	586	611	187
28	840	603	611	185
29	870	624	611	186
30	900	644	611	186
31	930	657	611	189
32	960	674	611	193
33	990	701	611	194
34	1020	723	611	191
35	1050	744	611	190
36	1080	778	611	186
37	1110	798	611	184
38	1140	810	632	157
39	1170	726	730	122
40	1200	619	850	97
41	1230	538	934	83
42	1260	505	987	72
43	1290	510	1001	74
44	1320	530	1002	73
45	1350	545	1002	72
46	1380	563	1002	70
47	1410	575	1002	70
48	1440	592	1002	72
