	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1169
2	60	13	27	1174
3	90	43	130	1069
4	120	73	246	961
5	150	107	345	848
6	180	132	423	766
7	210	142	456	744
8	240	145	470	758
9	270	146	473	779
10	300	146	478	795
11	330	179	483	794
12	360	249	512	714
13	390	306	544	647
14	420	356	569	592
15	450	384	595	559
16	480	392	609	559
17	510	393	614	575
18	540	393	615	602
19	570	393	602	610
20	600	415	514	608
21	630	483	404	538
22	660	525	317	498
23	690	563	238	465
24	720	597	210	433
25	750	605	201	435
26	780	607	197	446
27	810	608	193	467
28	840	608	190	480
29	870	621	172	493
30	900	665	137	464
31	930	723	117	413
32	960	757	89	387
33	990	778	76	376
34	1020	784	79	377
35	1050	785	77	389
36	1080	785	76	406
37	1110	785	76	423
38	1140	797	67	420
39	1170	826	54	400
40	1200	869	52	366
41	1230	895	41	349
42	1260	914	40	329
43	1290	919	45	330
44	1320	922	44	336
45	1350	922	45	349
46	1380	922	46	360
47	1410	925	44	367
48	1440	958	43	335
