	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1176	0
2	60	21	1174	15
3	90	114	1086	38
4	120	244	963	66
5	150	353	846	105
6	180	430	762	128
7	210	467	738	133
8	240	479	753	134
9	270	481	768	138
10	300	501	732	179
11	330	534	663	244
12	360	567	607	289
13	390	600	561	317
14	420	611	571	327
15	450	618	585	329
16	480	620	604	329
17	510	623	598	349
18	540	632	548	401
19	570	629	522	445
20	600	559	496	472
21	630	443	490	487
22	660	327	500	495
23	690	241	520	497
24	720	203	514	507
25	750	190	490	543
26	780	193	449	593
27	810	178	439	614
28	840	156	426	628
29	870	124	427	637
30	900	93	446	638
31	930	85	455	638
32	960	78	467	651
33	990	76	455	691
34	1020	79	432	718
35	1050	74	408	751
36	1080	66	404	768
37	1110	58	408	773
38	1140	52	419	773
39	1170	52	434	779
40	1200	55	422	808
41	1230	54	406	836
42	1260	58	390	860
43	1290	51	375	883
44	1320	52	370	891
45	1350	49	377	894
46	1380	45	396	894
47	1410	41	398	902
48	1440	42	372	941
