	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1170	2	1
2	60	1165	23	13
3	90	1071	121	43
4	120	952	242	76
5	150	841	344	104
6	180	777	412	118
7	210	774	446	123
8	240	785	455	124
9	270	815	458	124
10	300	840	459	124
11	330	867	461	124
12	360	890	463	124
13	390	919	464	124
14	420	949	467	124
15	450	985	469	124
16	480	1020	470	124
17	510	1050	471	124
18	540	1096	472	124
19	570	1124	465	124
20	600	1090	391	185
21	630	906	289	366
22	660	728	247	511
23	690	623	205	597
24	720	576	195	639
25	750	566	191	647
26	780	575	196	648
27	810	597	195	648
28	840	613	194	648
29	870	626	192	648
30	900	648	191	648
31	930	672	188	648
32	960	696	187	648
33	990	717	187	648
34	1020	741	187	648
35	1050	751	185	648
36	1080	769	183	648
37	1110	781	182	648
38	1140	772	162	677
39	1170	668	122	791
40	1200	563	100	900
41	1230	486	92	972
42	1260	446	92	1016
43	1290	442	90	1025
44	1320	453	93	1027
45	1350	465	93	1027
46	1380	473	97	1027
47	1410	489	97	1027
48	1440	512	97	1027
