	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	11	1174
2	60	16	42	1154
3	90	49	140	1065
4	120	70	267	960
5	150	108	370	843
6	180	128	442	766
7	210	138	465	755
8	240	138	470	774
9	270	138	471	806
10	300	150	472	814
11	330	224	502	734
12	360	291	535	663
13	390	323	572	618
14	420	357	599	570
15	450	368	610	561
16	480	369	612	575
17	510	370	612	590
18	540	371	603	604
19	570	405	587	588
20	600	460	515	534
21	630	511	398	492
22	660	540	301	467
23	690	555	236	457
24	720	558	212	475
25	750	558	200	492
26	780	558	199	510
27	810	568	200	517
28	840	632	189	464
29	870	679	151	427
30	900	715	129	395
31	930	729	99	387
32	960	738	90	391
33	990	740	88	403
34	1020	740	87	419
35	1050	740	88	434
36	1080	767	88	416
37	1110	812	79	384
38	1140	839	74	363
39	1170	866	66	342
40	1200	874	56	350
41	1230	876	53	353
42	1260	876	52	360
43	1290	876	52	375
44	1320	883	52	381
45	1350	914	50	362
46	1380	954	50	325
47	1410	982	41	306
48	1440	997	41	295
