	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1180	4	1
2	60	1183	26	13
3	90	1090	116	48
4	120	984	231	79
5	150	868	332	110
6	180	796	408	134
7	210	754	468	141
8	240	766	481	142
9	270	794	483	142
10	300	826	485	142
11	330	854	485	142
12	360	894	485	142
13	390	912	488	142
14	420	942	490	142
15	450	973	493	142
16	480	1009	498	142
17	510	1051	498	142
18	540	1083	498	142
19	570	1121	489	142
20	600	1102	418	185
21	630	961	325	335
22	660	773	272	493
23	690	679	220	580
24	720	609	192	640
25	750	597	179	660
26	780	604	185	662
27	810	619	186	662
28	840	641	186	662
29	870	668	187	662
30	900	686	186	662
31	930	717	186	662
32	960	740	185	662
33	990	782	180	662
34	1020	802	179	662
35	1050	820	179	662
36	1080	854	177	662
37	1110	868	177	662
38	1140	875	157	678
39	1170	774	116	790
40	1200	653	100	918
41	1230	557	88	1007
42	1260	486	92	1079
43	1290	474	90	1103
44	1320	474	93	1110
45	1350	491	95	1114
46	1380	507	94	1114
47	1410	525	95	1114
48	1440	545	93	1114
