	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1165
2	60	32	16	1148
3	90	126	53	1055
4	120	238	75	944
5	150	339	121	822
6	180	411	139	753
7	210	448	144	728
8	240	457	145	742
9	270	461	145	761
10	300	463	145	784
11	330	466	145	800
12	360	467	145	823
13	390	468	145	850
14	420	468	145	876
15	450	468	145	904
16	480	469	145	930
17	510	469	145	961
18	540	469	145	988
19	570	445	145	1020
20	600	371	145	1043
21	630	261	145	1077
22	660	153	145	1114
23	690	75	145	1150
24	720	33	189	1156
25	750	54	399	954
26	780	106	552	779
27	810	151	648	662
28	840	186	712	574
29	870	205	731	562
30	900	206	733	576
31	930	207	733	601
32	960	207	733	617
33	990	207	733	637
34	1020	208	733	657
35	1050	209	733	678
36	1080	213	733	699
37	1110	213	733	726
38	1140	212	733	750
39	1170	211	733	773
40	1200	211	733	794
41	1230	208	733	812
42	1260	185	733	839
43	1290	131	733	866
44	1320	86	733	885
45	1350	47	733	925
46	1380	26	740	953
47	1410	29	856	859
48	1440	52	999	720
