	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1190	0	2
2	60	1197	11	21
3	90	1099	53	111
4	120	969	89	238
5	150	866	108	348
6	180	802	120	420
7	210	796	122	445
8	240	818	122	449
9	270	840	122	451
10	300	868	122	452
11	330	874	138	457
12	360	811	213	471
13	390	707	312	506
14	420	624	374	547
15	450	593	401	573
16	480	588	413	587
17	510	607	414	590
18	540	617	414	590
19	570	633	414	583
20	600	661	414	516
21	630	646	450	388
22	660	570	529	277
23	690	505	591	213
24	720	483	623	186
25	750	481	636	182
26	780	504	637	184
27	810	518	638	184
28	840	533	638	181
29	870	553	638	171
30	900	561	644	142
31	930	538	693	104
32	960	479	765	79
33	990	438	806	71
34	1020	424	835	71
35	1050	432	842	69
36	1080	442	843	67
37	1110	455	843	69
38	1140	474	843	68
39	1170	490	843	60
40	1200	496	857	46
41	1230	448	921	50
42	1260	395	973	55
43	1290	375	996	57
44	1320	377	1006	61
45	1350	384	1007	61
46	1380	397	1007	63
47	1410	413	1007	63
48	1440	426	1007	57
